Word,Count,POS,Definition
grebe,5,n,small compact-bodied almost completely aquatic bird that builds floating nests; similar to loons but smaller and with lobate rather than webbed feet
greed,5,n,excessive desire to acquire or possess more (especially more material wealth) than one needs or deserves
Greek,5,n,the Hellenic branch of the Indo-European family of languages
Greek,5,n,a native or inhabitant of Greece
green,5,n,green color or pigment; resembling the color of growing grass
green,5,n,an area of closely cropped grass surrounding the hole on a golf course; the ball rolled across the green and into the bunker
Green,5,n,a river that rises in western Wyoming and flows southward through Utah to become a tributary of the Colorado River
Green,5,n,an environmentalist who belongs to the Green Party
Green,5,n,United States labor leader who was president of the American Federation of Labor from 1924 to 1952 and who led the struggle with the Congress of Industrial Organizations (1873-1952)
Grias,5,n,anchovy pear tree
grief,5,n,something that causes great unhappiness; her death was a great grief to John
grief,5,n,intense sorrow caused by loss of a loved one (especially by death)
Grieg,5,n,Norwegian composer whose work was often inspired by Norwegian folk music (1843-1907)
grill,5,n,a framework of metal bars used as a partition or a grate; he cooked hamburgers on the grill
Grimm,5,n,the older of the two Grimm brothers remembered best for their fairy stories; also author of Grimm's law describing consonant changes in Germanic languages (1785-1863)
Grimm,5,n,the younger of the two Grimm brothers remembered best for their fairy stories (1786-1859)
grind,5,n,the act of grinding to a powder or dust
grind,5,n,the grade of particle fineness to which a substance is ground; a coarse grind of coffee
griot,5,n,a storyteller in West Africa; perpetuates the oral traditions of a family or village
gripe,5,n,informal terms for objecting; I have a gripe about the service here
grist,5,n,grain intended to be or that has been ground
grits,5,n,coarsely ground hulled corn boiled as a breakfast dish in the southern United States
groan,5,n,an utterance expressing pain or disapproval
groin,5,n,a curved edge formed by two intersecting vaults
groin,5,n,the crease at the junction of the inner part of the thigh with the trunk together with the adjacent region and often including the external genitals
groom,5,n,a man who has recently been married
groom,5,n,a man participant in his own marriage ceremony
grope,5,n,the act of groping; and instance of groping
gross,5,n,the entire amount of income before any deductions are made
gross,5,n,twelve dozen
grosz,5,n,100 groszy equal 1 zloty in Poland
group,5,n,any number of entities (members) considered as a unit
group,5,n,"a set that is closed, associative, has an identity element and every element has an inverse"
group,5,n,(chemistry) two or more atoms bound together as a single unit and forming part of a molecule
grout,5,n,a thin mortar that can be poured and used to fill cracks in masonry or brickwork
grove,5,n,garden consisting of a small cultivated wood without undergrowth
grove,5,n,a small growth of trees without underbrush
growl,5,n,the sound of growling (as made by animals)
gruel,5,n,a thin porridge (usually oatmeal or cornmeal)
grume,5,n,a thick viscous liquid
grunt,5,n,medium-sized tropical marine food fishes that utter grunting sounds when caught
grunt,5,n,the short low gruff noise of the kind made by hogs
grunt,5,n,an unskilled or low-ranking soldier or other worker; infantrymen in Vietnam were called grunts; he went from grunt to chairman in six years
guama,5,n,tropical tree of Central America and West Indies and Puerto Rico having spikes of white flowers; used as shade for coffee plantations
guano,5,n,the excrement of sea birds; used as fertilizer
guard,5,n,a position on a basketball team
guard,5,n,(American football) a position on the line of scrimmage; guards must be good blockers
guard,5,n,a device designed to prevent injury or accidents
guard,5,n,a posture of defence in boxing or fencing; keep your guard up
guard,5,n,a military unit serving to protect some place or person
guard,5,n,the person who plays that position on a football team; the left guard was injured on the play
guard,5,n,a person who keeps watch over something or someone
guard,5,n,the person who plays the position of guard on a basketball team
guava,5,n,tropical fruit having yellow skin and pink pulp; eaten fresh or used for e.g. jellies
guava,5,n,small tropical American shrubby tree; widely cultivated in warm regions for its sweet globular yellow fruit
guava,5,n,small tropical shrubby tree bearing small yellowish fruit
guess,5,n,an estimate based on little or no information
guess,5,n,a message expressing an opinion based on incomplete evidence
guest,5,n,a visitor to whom hospitality is extended
guest,5,n,a customer of a hotel or restaurant etc.
Guest,5,n,United States journalist (born in England) noted for his syndicated homey verse (1881-1959)
guide,5,n,a structure or marking that serves to direct the motion or positioning of something
guide,5,n,someone who shows the way by leading or advising
guilt,5,n,remorse caused by feeling responsible for some offense
guilt,5,n,the state of having committed an offense
guise,5,n,an artful or simulated semblance; under the guise of friendship he betrayed them
gulag,5,n,a Russian prison camp for political prisoners
gulch,5,n,a narrow gorge with a stream running through it
gully,5,n,deep ditch cut by running water (especially after a prolonged downpour)
gumbo,5,n,a soup or stew thickened with okra pods
gumbo,5,n,long mucilaginous green pods; may be simmered or sauteed but used especially in soups and stews
gumbo,5,n,any of various fine-grained silty soils that become waxy and very sticky mud when saturated with water
gumma,5,n,a small rubbery granuloma that is characteristic of an advanced stage of syphilis
guppy,5,n,small freshwater fish of South America and the West Indies; often kept in aquariums
gusto,5,n,vigorous and enthusiastic enjoyment
guyot,5,n,a seamount of volcanic origin (especially in the Pacific Ocean)
Gwynn,5,n,English comedienne and mistress of Charles II (1650-1687)
gypsy,5,n,"a person who resembles a Gypsy in leading an unconventional, nomadic way of life"
Gypsy,5,n,"a member of a people with dark skin and hair who speak Romany and who traditionally live by seasonal work and fortunetelling; they are believed to have originated in northern India but now are living on all continents (but mostly in Europe, North Africa, and North America)"
gyrus,5,n,a convex fold or elevation in the surface of the brain
Haber,5,n,German chemist noted for the synthetic production of ammonia from the nitrogen in air (1868-1934)
habit,5,n,(psychology) an automatic pattern of behavior in reaction to a specific situation; may be inherited or acquired through frequent repetition; owls have nocturnal habits; she had a habit twirling the ends of her hair; long use had hardened him to it
habit,5,n,a distinctive attire worn by a member of a religious order
habit,5,n,attire that is typically worn by a horseback rider (especially a woman's attire)
habit,5,n,an established custom; it was their habit to dine at 7 every evening
habit,5,n,the general form or mode of growth (especially of a plant or crystal); a shrub of spreading habit
hacek,5,n,a diacritical mark (an inverted circumflex) placed above certain letters (such as the letter c) to indicate pronunciation
Hades,5,n,(Greek mythology) the god of the underworld in ancient mythology; brother of Zeus and husband of Persephone
Haida,5,n,the Na-Dene language of the Haida
