lemma,Count,part_of_speech,hypernyms
filch,5,verb,steal
filer,5,noun,litigant|clerk
filet,5,noun,beefsteak|piece|lace
filet,5,verb,decorate|carve
fille,5,noun,woman
filly,5,noun,female;foal
filth,5,noun,waste|dirtiness|unsanitariness|profanity
filum,5,noun,structure
final,5,noun,match|examination
finch,5,noun,oscine
finis,5,noun,end|finish
fiord,5,noun,inlet
fired,5,verb,blast|bake|remove|chase away|make|destroy|supply
first,5,noun,rank|ordinal number|point|position|honours|gear
firth,5,noun,estuary
fitch,5,noun,musteline mammal
fiver,5,noun,bill
fives,5,noun,court game|digit|team|die;domino;spot
fixed,5,verb,better|attach|choose|create from raw material|get even|establish|fix|attach|operate on|influence|put|change
fixer,5,noun,important person|compound|skilled worker|narcotic
fjord,5,noun,inlet
flack,5,noun,spokesperson|criticism|gun
flail,5,noun,implement
flail,5,verb,beat|beat
flair,5,noun,endowment|elegance|shape
flake,5,noun,crystal|anomaly|fragment
flake,5,verb,form|cover|chip
flame,5,noun,combustion
flame,5,verb,shine|burn|chastise
flank,5,noun,formation|subfigure|cut of beef|body part
flank,5,verb,lie
flaps,5,noun,airfoil|covering|agitation|wave|animal tissue|airfoil
flaps,5,verb,move|beat|move|move|fuss|pronounce
flare,5,noun,shape|fire|visual signal|erythroderma|attack|solar radiation|reflection|effusion|device|forward pass|fly
flare,5,verb,burn|widen|shine|intensify
flash,5,noun,happening|brightness|experience|insight|moment|display|visual signal|bulletin|patch|lamp;photographic equipment
flash,5,verb,radiate|appear|expose|convey|rush|show|cover|appear
flask,5,noun,bottle|containerful
flats,5,noun,footwear|plain|box|musical notation|freight car|pneumatic tire|scenery|housing
fleck,5,noun,fragment|marking
fleck,5,verb,change surface
fleer,5,noun,person|contempt
fleer,5,verb,smirk
fleet,5,noun,collection|collection|steamship company|collection
fleet,5,verb,travel rapidly|disappear
flesh,5,noun,animal tissue|body|plant tissue
flesh,5,verb,get rid of
fletc,5,noun,law enforcement agency
flick,5,noun,contact|stroke|product;show
flick,5,verb,flash|peruse|throw|push|shine|move|move|brush|remove
flier,5,noun,traveler|skilled worker|ad
flies,5,noun,space|dipterous insect|flap|opening|hit|fisherman's lure
flies,5,verb,travel|move|operate|transport|travel|change|elapse|travel|show|scat|travel|hit|decrease
fling,5,noun,attempt|intemperance|throw
fling,5,verb,throw|move|consume|get rid of
flint,5,noun,silica
flirt,5,noun,woman|play
flirt,5,verb,talk|act
float,5,noun,time interval|stock|drink|display|hand tool|artifact|sac
float,5,verb,travel|travel|transport|test|travel|launch|smooth|value|convert
flock,5,noun,congregation|animal group|large indefinite quantity|crowd|animal group
flock,5,verb,travel|meet
flood,5,noun,geological phenomenon|batch|light|flow|filling|tide
flood,5,verb,fill|cover|supply|fill
floor,5,noun,horizontal surface|structure|control|land|surface|surface|gathering|right|hall|room
floor,5,verb,surprise|beat
flora,5,noun,collection|organism
floss,5,noun,thread|thread
floss,5,verb,cleanse
flour,5,noun,foodstuff
flour,5,verb,dredge|convert
flout,5,verb,dismiss|tease
fluff,5,noun,material|triviality|blunder
fluff,5,verb,fail|loosen|comb
fluid,5,noun,substance|matter
fluke,5,noun,luck|barb|projection|tail|flatworm
flume,5,noun,gorge|watercourse
flump,5,verb,drop|set down
flunk,5,noun,failure
fluor,5,noun,mineral
flush,5,noun,time period|good health|symptom|poker hand|exhilaration|flow|reflex
flush,5,verb,discolor|run|glow|change surface|rinse|drench|water
flute,5,noun,woodwind|wineglass|groove
flute,5,verb,crimp
flyer,5,noun,ad|traveler|skilled worker
focus,5,noun,concentration|distinctness|clarity|point|emphasis|point|point
focus,5,verb,think|sharpen|align|adjust|adjust
foehn,5,noun,wind
fogey,5,noun,oldster
foist,5,verb,inflict|insert
folie,5,noun,disorder
folio,5,noun,number|sheet|book
folks,5,noun,kin|people|people|social group|lineage|popular music
folly,5,noun,trait|mistake|stupidity|play
fomes,5,noun,fungus genus
fomor,5,noun,celtic deity
fondu,5,noun,dish|dish
foram,5,noun,rhizopod
foray,5,noun,penetration|attempt
foray,5,verb,take|penetrate
force,5,noun,influence|physical phenomenon|intensity|organization|unit|aggression|causal agent|social group|validity|putout
force,5,verb,compel|cause|move|compel|move|thrust|move|act|penetrate
forge,5,noun,furnace|workplace
forge,5,verb,beat|re-create|create by mental act|advance|travel|create from raw material|make
forgo,5,verb,abandon
forte,5,noun,asset|volume|part
forty,5,noun,large integer
forum,5,noun,meeting|facility
fossa,5,noun,cavity;concave shape|mammal genus|viverrine
fosse,5,noun,trench
found,5,noun,wage
found,5,verb,open|initiate|spy|get|reason|experience|get|gestate|learn|get|pronounce|change|perceive|get|reach|mature
fount,5,noun,type|plumbing fixture
fovea,5,noun,area
foyer,5,noun,room
frail,5,noun,weight unit|basket
frame,5,noun,framework|photograph|body|part|drawing|application|system|system|supporting structure|framework|part
frame,5,verb,enclose|enclose|deceive|give voice|plan|construct
franc,5,noun,monetary unit
frank,5,noun,european|sausage
frank,5,verb,stamp|excuse
fraud,5,noun,crime|deceiver|trickery
freak,5,noun,mutant|enthusiast
freak,5,verb,panic
freon,5,noun,chlorofluorocarbon
fress,5,verb,eat
friar,5,noun,religious
fried,5,verb,heat|cook|kill
frier,5,noun,chicken
fries,5,noun,potato|juvenile
fries,5,verb,heat|cook|kill
frill,5,noun,plate|external body part|adornment|decoration
frisk,5,noun,search
frisk,5,verb,play|search
frizz,5,noun,condition
frizz,5,verb,curl
frock,5,noun,habit|woman's clothing
frock,5,verb,dress
frond,5,noun,leaf
front,5,noun,side|line|appearance|side|deceiver|sphere|atmospheric phenomenon|proximity|position|social group
front,5,verb,lie|confront
frost,5,noun,ice|cold weather|freeze
frost,5,verb,cover|cover|cover|damage
froth,5,noun,bubble
froth,5,verb,bubble|make|exude
frown,5,noun,facial expression
frown,5,verb,grimace
fruit,5,noun,reproductive structure|product|consequence
fruit,5,verb,bear
frump,5,noun,unpleasant woman
fryer,5,noun,chicken
fucus,5,noun,rockweed
fudge,5,noun,candy
fudge,5,verb,cheat|avoid
fugue,5,noun,dissociative disorder|psychological state|classical music
fulah,5,noun,african
fulbe,5,noun,african
fumed,5,verb,feel|emit|process|exude
fumes,5,noun,gas;waste|aerosol
fumes,5,verb,feel|emit|process|exude
funds,5,noun,assets|money|accumulation|nondepository financial institution
funds,5,verb,finance|roll up|supply|invest|roll up|support
fungi,5,noun,kingdom|organism
funka,5,noun,liliid monocot genus
funny,5,noun,joke
furan,5,noun,organic compound
furor,5,noun,fashion|disturbance
furze,5,noun,shrub
fused,5,verb,change integrity|liquefy|equip|melt
fusee,5,noun,drive|flare|match|lighter
fusil,5,noun,musket
futon,5,noun,mattress
fuzee,5,noun,flare|match|lighter
gable,5,noun,wall
gaddi,5,noun,cushion
gadus,5,noun,fish genus
gaffe,5,noun,blunder
galax,5,noun,herb
galea,5,noun,plant organ
gamba,5,noun,viol
gamin,5,noun,street urchin
gamma,5,noun,letter|field strength unit
gamut,5,noun,scope|scale
ganef,5,noun,wrongdoer
ganja,5,noun,cannabis|controlled substance;soft drug
ganof,5,noun,wrongdoer
gates,5,noun,movable barrier|computer circuit|gross|passageway
gates,5,verb,supply|operate|restrict
gator,5,noun,crocodilian reptile
gaudy,5,noun,banquet
gauge,5,noun,measuring instrument|standard|distance|thickness|diameter
gauge,5,verb,calculate|rub|determine|quantify|standardize|blend
gauss,5,noun,flux density unit
gauze,5,noun,cotton|net
gavel,5,noun,mallet
gavia,5,noun,bird genus
gayal,5,noun,asian wild ox
gecko,5,noun,lizard
gelly,5,noun,dynamite
gemma,5,noun,reproductive structure
gen x,5,noun,generation
genet,5,noun,viverrine
genie,5,noun,spirit
genip,5,noun,fruit tree|edible fruit
genre,5,noun,kind|expressive style|expressive style;music|art
genus,5,noun,kind|taxonomic group
geode,5,noun,nodule
gerea,5,noun,asterid dicot genus
gesso,5,noun,gypsum;plaster of paris
getup,5,noun,attire
ghost,5,noun,apparition|writer|soul|suggestion
ghost,5,verb,travel|preoccupy|author
ghoul,5,noun,thief|evil spirit
giant,5,noun,animal|important person|enterprise|large person|anomaly|imaginary being|star
gibit,5,noun,computer memory unit
gidar,5,noun,biu-mandara
gigot,5,noun,lamb roast;leg
gigue,5,noun,dance music
gimel,5,noun,letter
ginep,5,noun,fruit tree
ginzo,5,noun,italian
gipsy,5,noun,laborer|indian
girth,5,noun,circumference|stable gear
girth,5,verb,fasten
gismo,5,noun,stuff|device
given,5,noun,assumption
given,5,verb,supply|transfer|state|communicate|direct|communicate|make|think|produce|tell|make|pass|utter|release|transfer|use|administer|distribute|communicate|move|provide|give|change|estimate|execute|compensate|show|perform|stretch|toast|accord|express|pledge|submit|lead|permit|inflict|happen|accept|offer
giver,5,noun,good person|benefactor
gizmo,5,noun,stuff|device
glade,5,noun,tract
gland,5,noun,organ
glans,5,noun,structure
glare,5,noun,brightness|stare|prominence
glare,5,verb,stare|reflect|shine
glass,5,noun,solid|container|containerful|refracting telescope|amphetamine;controlled substance|mirror|glassware
glass,5,verb,supply|scan|enclose|insert|change
glaux,5,noun,dicot genus
glaze,5,noun,topping|polish|coating
glaze,5,verb,coat|change|supply|sweeten
gleam,5,noun,radiance|flash
gleam,5,verb,look|radiate|appear
glean,5,verb,gather
gleba,5,noun,reproductive structure
glebe,5,noun,estate
gleet,5,noun,pus
glide,5,noun,phone|motion|flight
glide,5,verb,travel|fly|move
glint,5,noun,flash|brightness
glint,5,verb,look|look
glitz,5,noun,tastelessness
gloam,5,noun,hour
gloat,5,noun,satisfaction
gloat,5,verb,boast|look
globe,5,noun,sphere|model;sphere
glogg,5,noun,punch
gloom,5,noun,semidarkness|apprehension;melancholy|atmosphere
glory,5,noun,honor|beauty|light
glory,5,verb,exuberate
gloss,5,noun,explanation|wordbook|radiance;smoothness|appearance
gloss,5,verb,polish|rede|translate|apologize
glove,5,noun,baseball equipment|handwear|boxing equipment
glued,5,verb,attach|fasten
glume,5,noun,bract
gluon,5,noun,gauge boson
glute,5,noun,skeletal muscle
glyph,5,noun,glyptic art
g-man,5,noun,government agent
gnarl,5,noun,distorted shape
gnarl,5,verb,flex|complain
gnash,5,verb,grate
gnome,5,noun,fairy|maxim
go by,5,verb,advance|travel|follow
go on,5,verb,act|travel|talk|start
go to,5,verb,be
go up,5,verb,travel|grow|come|rise|rise|burn|travel
gobio,5,noun,fish genus
gofer,5,noun,employee
going,5,noun,act|death|accomplishment
going,5,verb,act|exit|change state|be|be|happen|disappear|be|cause to be perceived|end|change|change state|be|compare|harmonize|be|fit|search|choose|change
golem,5,noun,mythical being|mechanism
gonad,5,noun,endocrine gland
gondi,5,noun,south-central dravidian
goner,5,noun,desperate
gonif,5,noun,wrongdoer
goody,5,noun,nutriment
goony,5,noun,albatross
goose,5,noun,anseriform bird|fool|poultry
goose,5,verb,pinch|prod|pump
goral,5,noun,goat antelope
gorge,5,noun,ravine|pass|muscular structure;passage
gorge,5,verb,eat
gorse,5,noun,shrub
gouda,5,noun,cheese
gouge,5,noun,blemish|edge tool|creating by removal
gouge,5,verb,mutilate|overcharge|hollow
gourd,5,noun,bottle|fruit|vine
grace,5,noun,state|gracefulness|propriety|good nature|greek deity|prayer|beneficence
grace,5,verb,change|be
grade,5,noun,gathering|rank|gradient|angular unit|ablaut|evaluation|elevation|property|cattle
grade,5,verb,evaluate|flush|measure|classify
graft,5,noun,animal tissue|felony|attachment
graft,5,verb,join|insert
grail,5,noun,aim
grain,5,noun,atom|foodstuff|leather|metric weight unit|apothecaries' unit;troy unit|avoirdupois unit|seed|cereal|smallness|texture|constitution
grain,5,verb,penetrate|paint|form|change shape
grama,5,noun,grass
grand,5,noun,large integer|piano
grant,5,noun,aid|allotment|transferred property|contract|right
grant,5,verb,give|give|agree|give|give|give
grape,5,noun,edible fruit|vine|shot
graph,5,noun,visual communication
graph,5,verb,represent|diagram
grasp,5,noun,understanding|capability|influence|grasping
grasp,5,verb,hold|understand
grass,5,noun,gramineous plant|informer|fodder|cannabis
grass,5,verb,shoot|cover|unfold|cover|crop|inform
grate,5,noun,framework|noise|barrier
grate,5,verb,supply|annoy|rub|break up|rub
grave,5,noun,death|topographic point|accent
grave,5,verb,carve|carve
gravy,5,noun,sauce|juice|happening
graze,5,noun,abrasion|eating
graze,5,verb,feed|injure|feed|brush|nosh
great,5,noun,achiever
grebe,5,noun,podicipitiform seabird
greed,5,noun,desire|mortal sin
greek,5,noun,indo-european|european
green,5,noun,chromatic color|tract|environmentalist|site|vegetable|ketamine
green,5,verb,discolor
greet,5,verb,address|communicate|react
grias,5,noun,dicot genus
grief,5,noun,sorrow|negative stimulus
grill,5,noun,restaurant|framework
grill,5,verb,cook|examine
grime,5,noun,dirtiness
grime,5,verb,change
grind,5,noun,learner|degree|labor|crush
grind,5,verb,press|break up|work|dance|break up|make|shape
griot,5,noun,narrator
gripe,5,noun,objection
gripe,5,verb,complain
grist,5,noun,grain
grits,5,noun,hot cereal|sandstone|fortitude
grits,5,verb,coat|clench
groak,5,verb,view
groan,5,noun,utterance
groan,5,verb,utter
groat,5,noun,coin
groin,5,noun,area|edge|barrier
groin,5,verb,construct
groom,5,noun,participant|hired hand|newlywed
groom,5,verb,educate|fancify|fancify
grope,5,noun,touch
grope,5,verb,search|try|caress
gross,5,noun,large integer|sum
gross,5,verb,gain
grosz,5,noun,polish monetary unit
group,5,noun,abstraction|unit|set
group,5,verb,classify|meet
grout,5,noun,plaster
grout,5,verb,fasten
grove,5,noun,forest|garden
growl,5,noun,cry
growl,5,verb,utter
grown,5,verb,change|increase|develop|develop|develop|become|cultivate|change|change|change
gruel,5,noun,porridge
grume,5,noun,liquid|blood
grump,5,noun,unpleasant person
grunt,5,noun,noise|unskilled person|percoid fish
grunt,5,verb,utter
guama,5,noun,tree
guano,5,noun,body waste;organic
guard,5,noun,defender|lineman|device|position|basketball player|military unit|measure|assignment|lineman|position
guard,5,verb,watch|protect|protect|act
guava,5,noun,fruit tree|fruit tree|edible fruit
guess,5,noun,opinion|estimate
guess,5,verb,expect|speculate|calculate|solve
guest,5,noun,visitor|customer|computer
guide,5,noun,escort|leader|handbook|model|expert|structure
guide,5,verb,control|direct|orient
guild,5,noun,association
guile,5,noun,shrewdness|disingenuousness|deception
guilt,5,noun,condition|compunction
guise,5,noun,semblance
gulag,5,noun,prison camp
gulch,5,noun,gorge
gully,5,noun,valley
gumbo,5,noun,soil|herb|vegetable|soup
gumma,5,noun,granuloma
gunny,5,noun,sacking
guppy,5,noun,cyprinodont
gusto,5,noun,enjoyment;enthusiasm
guyot,5,noun,seamount
gypsy,5,noun,laborer|indian|sanskrit
gyrus,5,noun,structure
haart,5,noun,medicine
habit,5,noun,custom|custom|attire|growth|attire|misuse
habit,5,verb,dress
hacek,5,noun,diacritical mark
hades,5,noun,imaginary place
hadji,5,noun,pilgrim
ha-ha,5,noun,laugh|ditch
haick,5,noun,garment
haida,5,noun,indian|na-dene
haiku,5,noun,poem
hajji,5,noun,iraqi|pilgrim
hakea,5,noun,dicot genus
hakim,5,noun,muslim;ruler|doctor;muslim
hakka,5,noun,chinese|chinese
halal,5,noun,meat
haler,5,noun,slovakian monetary unit|czech monetary unit
halma,5,noun,board game
halon,5,noun,organic compound;pollutant
halve,5,verb,divide
hands,5,noun,guardianship|force|extremity|laborer|writing|ability|side|collection|side|pointer|handbreadth|sailor|card player|applause|forepaw|aid
hands,5,verb,transfer|lead
hanks,5,noun,coil
hanky,5,noun,piece of cloth
haoma,5,noun,vine
harem,5,noun,living quarters
harpy,5,noun,unpleasant woman|mythical monster|fruit bat|eagle
harry,5,verb,annoy|destroy
hasid,5,noun,orthodox jew
haste,5,noun,speed|motion|urgency
hatch,5,noun,parturition|shading|movable barrier
hatch,5,verb,be born|create by mental act|inlay|line|reproduce
hated,5,verb,dislike|wear|supply
hater,5,noun,person
haulm,5,noun,stalk
haunt,5,noun,area
haunt,5,verb,pursue|preoccupy|travel to
hausa,5,noun,nigerian|west chadic
haven,5,noun,shelter|port
havoc,5,noun,disturbance
hawse,5,noun,hole
haydn,5,noun,music
hayes,5,verb,convert
hazan,5,noun,spiritual leader
hazel,5,noun,tree|wood|nut tree|brown
heaps,5,noun,large indefinite quantity|collection|large indefinite quantity|car;dysphemism
heaps,5,verb,give|arrange|fill
heard,5,verb,perceive|probe|pick up|concentrate
heart,5,noun,intuition|internal organ|courage|area|content|disposition|plane figure|variety meat|feeling|playing card
heath,5,noun,shrub|barren
heave,5,noun,rise|movement|rise|spasm|propulsion|throw
heave,5,verb,utter|throw|inflate|lift|move|blow|change surface
heavy,5,noun,actor|character
hedge,5,noun,fence|security|evasion
hedge,5,verb,avoid|hem in|enclose|minimize
heist,5,noun,robbery|robbery
heist,5,verb,steal
helix,5,noun,curve|structure|mollusk genus
hello,5,noun,greeting
helot,5,noun,thrall
helve,5,noun,handle
hemin,5,noun,chloride
henna,5,noun,hair dye
henna,5,verb,tint
henry,5,noun,inductance unit
heron,5,noun,wading bird
hertz,5,noun,rate
hevea,5,noun,rosid dicot genus
hewer,5,noun,laborer
hexad,5,noun,digit
hexed,5,verb,charm
hi-fi,5,noun,reproducer|sound reproduction
hijab,5,noun,headscarf|custom
hiker,5,noun,pedestrian
hilum,5,noun,fissure|point
hilus,5,noun,fissure
hindi,5,noun,sanskrit
hindu,5,noun,asian|religious person
hinge,5,noun,joint|circumstance
hinge,5,verb,attach
hinny,5,noun,equine
hippo,5,noun,even-toed ungulate
hippy,5,noun,reformer
hired,5,verb,contract|get
hirer,5,noun,employer
hitch,5,noun,time period|inaction|obstacle|connection|knot|obstruction|gait
hitch,5,verb,attach|walk|move|ride|connect
hives,5,noun,hypersensitivity reaction;rash|multitude|receptacle|nest
hives,5,verb,store|meet|gather
hmong,5,noun,asian|natural language
hoagy,5,noun,sandwich
hoard,5,noun,store
hoard,5,verb,save|store
hobby,5,noun,pastime|plaything|falcon
hogan,5,noun,lodge
hoist,5,noun,lifting device
hoist,5,verb,raise|raise|raise
hokan,5,noun,amerind|indian
hokum,5,noun,message
holla,5,noun,cry
hollo,5,noun,cry
hollo,5,verb,encourage|shout|utter
holly,5,noun,angiospermous tree
homer,5,noun,base hit|volume unit|domestic pigeon
homer,5,verb,score
honey,5,noun,sweetening|lover
honey,5,verb,sweeten
honky,5,noun,white
honor,5,noun,symbol|standing|righteousness|virtue
honor,5,verb,recognize|accept|accept
hooch,5,noun,alcohol
'hood,5,noun,vicinity
hooey,5,noun,nonsense
hooks,5,noun,hand|catch|curve|temptation|mechanical device|implement|golf stroke|punch|basketball shot
hooks,5,verb,fasten|cheat|loop|hit|steal|steal|hit|catch|habituate|play|entice|offer
hooky,5,noun,nonattendance
hoops,5,noun,court game|skeleton|band|croquet equipment|basketball equipment;goal
hoops,5,verb,gird
hoper,5,noun,person
horde,5,noun,multitude|community|crowd
horse,5,noun,equine|gymnastic apparatus|military personnel|framework|chessman
horse,5,verb,provide
horst,5,noun,crust
hosta,5,noun,liliid monocot genus
hotel,5,noun,building
hound,5,noun,hunting dog|villain
hound,5,verb,chase
houri,5,noun,woman|mythical being
hours,5,noun,work time|time period|time unit|clock time|time period|distance
house,5,noun,building;dwelling|business|community|audience|legislature|family|play|region|management|unit|building|building
house,5,verb,accommodate|shelter
hovea,5,noun,shrub
hovel,5,noun,shelter
hover,5,verb,hesitate|hesitate|fly|hang
howdy,5,noun,greeting
hsv-1,5,noun,herpes simplex
hsv-2,5,noun,herpes simplex
hsv-i,5,noun,herpes simplex
hubby,5,noun,spouse
hudud,5,noun,shariah
hullo,5,noun,greeting
human,5,noun,hominid
humin,5,noun,humic substance
humor,5,noun,message|playfulness|feeling|quality|body substance|body substance
humor,5,verb,gratify
humus,5,noun,soil|spread
hunch,5,noun,impression|bending
hunch,5,verb,change posture
hurry,5,noun,urgency|speed|motion
hurry,5,verb,travel|act|urge
husky,5,noun,working dog
hussy,5,noun,adulterer
hutch,5,noun,cage|shelter
hydra,5,noun,mythical monster|trouble|hydrozoan
hyena,5,noun,canine
hymen,5,noun,mucous membrane
hymie,5,noun,jew
hyoid,5,noun,bone
hypha,5,noun,fibril
hyrax,5,noun,placental
hyson,5,noun,green tea
ianfu,5,noun,prostitute
icaco,5,noun,fruit tree|edible fruit
ichor,5,noun,fluid|liquid body substance
icing,5,noun,freeze|topping|maneuver
icing,5,verb,cover|freeze|cool
ictus,5,noun,attack
ideal,5,noun,idea|model
idiom,5,noun,formulation|non-standard speech|manner|saying
idiot,5,noun,simpleton
idler,5,noun,nonworker
idyll,5,noun,episode|musical composition|pastoral
igloo,5,noun,hovel
ilama,5,noun,custard apple|custard apple
ileum,5,noun,small intestine
ileus,5,noun,enteropathy;obstruction
ilium,5,noun,bone
image,5,noun,representation|appearance|representation|model|rhetorical device|person|set|impression|representation
image,5,verb,visualize|imagine
imago,5,noun,prototype|insect
imaum,5,noun,leader;muslim
imbed,5,verb,insert
imbue,5,verb,penetrate|impregnate|color
imide,5,noun,organic compound
immix,5,verb,change integrity
impel,5,verb,cause|move
imply,5,verb,express|express|necessitate|suggest|have
incan,5,noun,quechua
incur,5,verb,subject|change
incus,5,noun,auditory ossicle
index,5,noun,scale|fact|mathematical notation|list|finger
index,5,verb,list|supply|determine
indic,5,noun,indo-iranian
indie,5,noun,pop group|film company
indri,5,noun,lemur
indue,5,verb,enable
infer,5,verb,reason|reason|reason|solve|believe
infix,5,noun,affix
infix,5,verb,attach|affix
inger,5,noun,russian
ingot,5,noun,block
inion,5,noun,craniometric point
injun,5,noun,indian
inkle,5,noun,tape
inlay,5,noun,filling|decoration
inlay,5,verb,decorate
inlet,5,noun,body of water|opening
input,5,noun,signal|statement|information|component
input,5,verb,insert
inset,5,noun,picture|artifact|piece of cloth
inset,5,verb,insert
inter,5,verb,lay
intro,5,noun,informing|passage
inuit,5,noun,indian
inula,5,noun,herb
inure,5,verb,habituate
invar,5,noun,alloy
iodin,5,noun,chemical element;halogen
ionic,5,noun,ancient greek
iowan,5,noun,american
ioway,5,noun,sioux|chiwere
iraki,5,noun,asian
irani,5,noun,asian
iraqi,5,noun,asian
irena,5,noun,bird genus
irish,5,noun,nation|whiskey|gaelic
irons,5,noun,shackle|metallic element|golf club|implement|home appliance
irons,5,verb,press
irony,5,noun,wit|incongruity|trope
irula,5,noun,south dravidian
islam,5,noun,civilization|monotheism
islay,5,noun,wild plum
issue,5,noun,content|periodical|content|provision|store|income|phenomenon|relative|beginning|opening|printing
issue,5,verb,publicize|distribute|communicate|write
ivory,5,noun,dentine|white
iyyar,5,noun,jewish calendar month
jabot,5,noun,frill
jacks,5,noun,child's game|small indefinite quantity|sailor|workman|edible fruit|ball|electrical device|game equipment|flag|face card|tool|carangid fish|ass
jacks,5,verb,raise|hunt
jacob,5,noun,patriarch
jaded,5,verb,devolve|indispose
jagua,5,noun,genipa
jakes,5,noun,outbuilding
james,5,verb,crowd|push|bruise|interrupt|malfunction|stuff|impede
japan,5,noun,lacquerware|lacquer
japan,5,verb,lacquer
jaunt,5,noun,journey
javan,5,noun,indonesian
jawan,5,noun,indian;soldier
jawed,5,verb,converse|talk|grate|knock
jehad,5,noun,war|striving
jello,5,noun,gelatin dessert;hydrocolloid
jelly,5,noun,dainty|conserve|substance
jelly,5,verb,change integrity
jemmy,5,noun,crowbar
jenny,5,noun,ass
jerky,5,noun,meat
jerry,5,noun,german
jetty,5,noun,barrier
jewel,5,noun,jewelry|person
jewel,5,verb,decorate
jewry,5,noun,social group
jiffy,5,noun,moment
jihad,5,noun,war|striving
jimmy,5,noun,crowbar
jimmy,5,verb,open
jingo,5,noun,patriot
jinks,5,noun,merrymaking
jinni,5,noun,spirit
jiqui,5,noun,dicot
jirga,5,noun,council
johns,5,noun,room|customer
joint,5,noun,body part|spot|connection|cut|junction|cigarette
joint,5,verb,fit|supply|fasten|separate
joist,5,noun,beam
joker,5,noun,comedian|unpleasant person|article|playing card
jolly,5,noun,party|yawl
jolly,5,verb,tease
jonah,5,noun,unfortunate
jorum,5,noun,bowl
jotun,5,noun,giant
joule,5,noun,work unit
joust,5,noun,struggle
joust,5,verb,contend
judas,5,noun,double-crosser|peephole
judge,5,noun,adjudicator;official|authority
judge,5,verb,decide|think|calculate|declare|decide
juice,5,noun,foodstuff|energy|current|liquid body substance
julep,5,noun,highball
junco,5,noun,finch
junky,5,noun,addict|enthusiast
junta,5,noun,clique
junto,5,noun,clique
juror,5,noun,panelist
kabob,5,noun,dish
kadai,5,noun,sino-tibetan
kafir,5,noun,black african|afghan
kalif,5,noun,muslim;ruler
kalka,5,noun,mongol|mongolian
kamba,5,noun,bantu
kamia,5,noun,hokan|yuman
kanaf,5,noun,hibiscus
kansa,5,noun,dhegiha|dhegiha
kanzu,5,noun,garment
kapok,5,noun,plant fiber|angiospermous tree
kappa,5,noun,letter
karat,5,noun,unit of measurement
karen,5,noun,tibeto-burman
karma,5,noun,destiny
karok,5,noun,hokan|quoratean
kasha,5,noun,hot cereal
kauri,5,noun,copal|kauri pine|wood
kaury,5,noun,kauri pine
kayak,5,noun,canoe
kayak,5,verb,boat
kazak,5,noun,turki|turki
kazoo,5,noun,wind instrument
kebab,5,noun,dish
kelpy,5,noun,evil spirit
kenaf,5,noun,hemp|hibiscus
ketch,5,noun,sailing vessel
keyed,5,verb,supply|vandalize|harmonize|harmonize
khadi,5,noun,fabric
khaki,5,noun,fabric
khaya,5,noun,rosid dicot genus
khmer,5,noun,mon-khmer|cambodian
khoum,5,noun,mauritanian monetary unit
khuen,5,noun,tai
khufu,5,noun,pharaoh
kiaat,5,noun,tree
kiang,5,noun,wild ass
kibit,5,noun,computer memory unit
kiddy,5,noun,child
kiley,5,noun,boomerang
kinin,5,noun,phytohormone
kiosk,5,noun,closet
kiowa,5,noun,plains indian|tanoan
kitty,5,noun,stake|stake|young mammal|domestic cat
kitul,5,noun,sago palm
klick,5,noun,metric linear unit
k-lor,5,noun,chloride
klutz,5,noun,stupid
knack,5,noun,endowment
knave,5,noun,villain|face card
knawe,5,noun,weed
knead,5,verb,manipulate|manipulate
kneel,5,noun,motion
kneel,5,verb,rest
knell,5,noun,bell
knell,5,verb,ring|sound
knife,5,noun,edge tool|weapon|projection
knife,5,verb,injure
knish,5,noun,turnover
knock,5,noun,sound|criticism|blow|misfortune|blow
knock,5,verb,strike|rap|hit|sound|sound|comment
knoll,5,noun,hill
knout,5,noun,whip
known,5,verb,experience|accept|copulate|recognize|distinguish|remember
koala,5,noun,phalanger
kobus,5,noun,mammal genus
kogia,5,noun,mammal genus
koine,5,noun,greek|language
kokka,5,noun,sect
kolam,5,noun,dravidian
kongo,5,noun,bantu
kopek,5,noun,russian monetary unit
kopje,5,noun,knoll
kotar,5,noun,dravidian|south dravidian
kotex,5,noun,pad
kotow,5,noun,bow
kotow,5,verb,flatter
kraal,5,noun,village|pen
kraft,5,noun,wrapping paper
krait,5,noun,elapid
kraut,5,noun,german
krill,5,noun,malacostracan crustacean
krona,5,noun,swedish monetary unit|icelandic monetary unit
krone,5,noun,norwegian monetary unit|danish monetary unit
kroon,5,noun,estonian monetary unit
krubi,5,noun,arum
kudos,5,noun,approval
kudzu,5,noun,vine
kumis,5,noun,alcohol
kurta,5,noun,shirt
kurus,5,noun,turkish monetary unit|nervous disorder
kurux,5,noun,north dravidian
kusan,5,noun,penutian|penutian
kutch,5,noun,tannin
kvass,5,noun,brew
kweek,5,noun,grass
kwela,5,noun,dance music
kwell,5,noun,lindane
kw-hr,5,noun,work unit
kylie,5,noun,boomerang
kylix,5,noun,cup
label,5,noun,description|trade name|radioisotope|marker
label,5,verb,designate|attach|declare|distinguish|distinguish
labor,5,noun,class|work|parturition|reform movement|labor party|executive department|work
labor,5,verb,fight|work|undergo
laced,5,verb,twist|weave|weave|tie|change
lacer,5,noun,workman
laden,5,verb,remove|fill|remove|fill
