lemma,Count,part_of_speech,hypernyms
slime,5,noun,matter
slime,5,verb,dirty
sling,5,noun,highball|plaything|shoe|weapon|bandage
sling,5,verb,hurl|hang|move|hold
slink,5,verb,walk
sloop,5,noun,sailing vessel
slope,5,noun,geological formation|position
slope,5,verb,lean
slops,5,noun,feed|clothing|feed|mud|waste|food|sentimentalism
slops,5,verb,move|slog|ladle|feed
slosh,5,verb,sound|slog|spatter
sloth,5,noun,reluctance|edentate|mortal sin
slump,5,noun,deterioration|crisis;economic condition
slump,5,verb,sag|collapse|drop|descend
slurp,5,verb,eat
slush,5,noun,water
slush,5,verb,sound|spatter
smack,5,noun,blow|taste|sailing vessel|heroin|kiss|blow
smack,5,verb,hit|suggest|taste|snog|utter
small,5,noun,body part|size
smarm,5,noun,compliment
smart,5,noun,pain
smart,5,verb,cause to be perceived
smash,5,noun,blow|collision|return|hit|success
smash,5,verb,hit|break|impoverish|hit|humiliate|damage|hit|collide|demolish|break
smear,5,noun,defamation|cytologic specimen|blemish|mistake
smear,5,verb,dirty|rub|cover|charge
smell,5,noun,sensation|property|atmosphere|exteroception;modality|sensing
smell,5,verb,perceive|cause to be perceived|smell|suggest|perceive
smelt,5,noun,fish|soft-finned fish
smelt,5,verb,produce|perceive|cause to be perceived|smell|suggest|perceive
smile,5,noun,facial expression
smile,5,verb,grimace|express
smilo,5,noun,ricegrass
smirk,5,noun,smile
smirk,5,verb,smile
smite,5,verb,hit|affect|damage
smith,5,noun,skilled worker|skilled worker
smock,5,noun,coverall
smock,5,verb,decorate
smoke,5,noun,aerosol|vaporization|indication|insubstantiality|tobacco|cannabis|breathing|pitch
smoke,5,verb,consume|emit
smsgt,5,noun,sergeant
smuts,5,noun,carbon|plant disease|fungus|profanity|creation
smuts,5,verb,change|stain|mold|infect
snack,5,noun,meal
snack,5,verb,eat
snafu,5,noun,blunder
snafu,5,verb,snarl
snail,5,noun,gastropod|meat
snail,5,verb,gather
snake,5,noun,diapsid|bad person|object
snake,5,verb,glide|wind|weave
snare,5,noun,design|drum|surgical instrument|string|trap
snare,5,verb,capture|entice
snarf,5,verb,steal
snarl,5,noun,utterance|facial expression|perplexity
snarl,5,verb,talk|sound|twist|complicate
sneak,5,noun,unpleasant person|intruder|informer
sneak,5,verb,walk|act|steal|pass
sneer,5,noun,contempt|contempt
sneer,5,verb,express|smile
snick,5,noun,cut|contact
snick,5,verb,hit|cut
sniff,5,noun,smell
sniff,5,verb,smell|inhale
snipe,5,noun,shorebird|gunfire
snipe,5,verb,hunt|blast|knock
snips,5,noun,shears|piece|cut
snips,5,verb,cut|thin out
snoek,5,noun,food fish
snood,5,noun,net
snook,5,noun,robalo
snoop,5,noun,spy
snoop,5,verb,monitor
snoot,5,noun,unpleasant person|nose
snore,5,noun,noise|breathing
snore,5,verb,breathe
snort,5,noun,laugh|cry
snort,5,verb,utter|exhale|inhale|drug
snout,5,noun,nose|nose|nose
snuff,5,noun,char|touch|tobacco|smell
snuff,5,verb,smell|inhale
soave,5,noun,white wine
sober,5,verb,change|become|become
socle,5,noun,pedestal
soddy,5,noun,house
sodom,5,noun,location
softy,5,noun,weakling
solan,5,noun,gannet
solea,5,noun,fish genus
soled,5,verb,repair
solfa,5,noun,solmization
solid,5,noun,matter|state of matter|shape
solon,5,noun,politician
solve,5,verb,understand|calculate|settle
soman,5,noun,organophosphate nerve agent
sonar,5,noun,measuring instrument;navigational instrument
sonny,5,noun,male child
sooth,5,noun,truthfulness
sopor,5,noun,physical condition
sorex,5,noun,mammal genus
sorgo,5,noun,sorghum
sorus,5,noun,reproductive structure|reproductive structure
sotho,5,noun,bantu|bantu
sough,5,verb,make noise
sound,5,noun,sound property|sensation|mechanical phenomenon|happening|auditory communication|language unit|channel|body of water
sound,5,verb,look|cause to be perceived|announce|pronounce|quantify
souse,5,noun,drunkard|sausage|wetting
souse,5,verb,wet|immerse|drink|cook
south,5,noun,cardinal compass point|location|direction
sower,5,noun,farmer
space,5,noun,attribute|amorphous shape;location|area|location;space|character|time interval|area|area|type
space,5,verb,put
spade,5,noun,playing card|hand shovel|black
spade,5,verb,dig
spall,5,noun,fragment
spang,5,verb,hit
spank,5,noun,smack
spank,5,verb,beat
spare,5,noun,component|car wheel|score
spare,5,verb,refrain|exempt|give|use
spark,5,noun,flash|expression;vitality|electrical conduction|trace|fragment
spark,5,verb,initiate|emit
spasm,5,noun,symptom|constriction
spate,5,noun,large indefinite quantity|flow|flow
spawl,5,noun,fragment
spawn,5,noun,egg
spawn,5,verb,cause|lay
speak,5,verb,communicate|communicate|communicate|sound
spear,5,noun,weapon|implement
spear,5,verb,transfix|stick out
speck,5,noun,spot|material|small indefinite quantity
speck,5,verb,mark
specs,5,noun,optical instrument|description
speed,5,noun,rate|pace|motion|ratio|drug of abuse;stimulant
speed,5,verb,travel|intensify|travel|travel|change
spell,5,noun,psychological state|shift|time|speech
spell,5,verb,recite|mean|take over|hex|alternate
spelt,5,noun,wheat
spelt,5,verb,recite|mean|take over|hex|alternate
spend,5,verb,pay|consume
spent,5,verb,pay|consume
sperm,5,noun,gamete
spice,5,noun,preservative|flavorer|taste property
spice,5,verb,change|season
spick,5,noun,latin american
spiel,5,noun,channel
spiel,5,verb,re-create|talk
spiff,5,noun,attractiveness
spike,5,noun,electrical discharge|sports equipment|fruit|inflorescence|rise|heel|point|projection|implement|holding device|nail
spike,5,verb,banish|pierce|fasten|develop|change|increase
spile,5,noun,column|plug
spill,5,noun,liquid|conduit|flow|slip
spill,5,verb,move|run|move|pour|tell|reduce
spine,5,noun,skeletal structure|projection|aculeus|part|process
spire,5,noun,tower
spirt,5,noun,discharge
spirt,5,verb,pour|travel
spite,5,noun,malevolence|malevolence
spite,5,verb,arouse
spitz,5,noun,dog
splat,5,noun,splash|slat
splat,5,verb,sound|flatten|flatten
splay,5,noun,bevel
splay,5,verb,unfold|turn|move
split,5,noun,acrobatic stunt|bottle|share|crack|opening|frozen dessert|formation|increase|tear|division
split,5,verb,change integrity|tear|move|break
spode,5,noun,porcelain
spoil,5,noun,stolen property|injury|plundering
spoil,5,verb,fail|decay|modify|treat|prevent|desire|destroy|damage
spoke,5,noun,support|crosspiece
spoke,5,verb,communicate|communicate|communicate|sound
spoof,5,noun,caricature
spoof,5,verb,mock
spook,5,noun,unpleasant person|apparition
spook,5,verb,frighten
spool,5,noun,winder
spool,5,verb,transfer|wind
spoon,5,noun,container;cutlery|containerful|wood
spoon,5,verb,remove|neck
spoor,5,noun,trail
spore,5,noun,agamete
spork,5,noun,cutlery
sport,5,noun,diversion|occupation|vacationer|person|athlete|organism|wit
sport,5,verb,have|play
spots,5,noun,symptom|point|section|characteristic|blemish|marking|section|place of business|occupation|attack|small indefinite quantity|marker|lamp|playing card|mistake
spots,5,verb,spy|dirty|change surface|change|mark
spout,5,noun,opening
spout,5,verb,pour|talk
sprag,5,noun,chock|prop
sprat,5,noun,herring|sardine
spray,5,noun,pesticide|small indefinite quantity|flower arrangement|dispenser|water vapor|jet
spray,5,verb,scatter|scatter|cover
spree,5,noun,intemperance
spree,5,verb,gratify
sprig,5,noun,branch|decoration
sprit,5,noun,spar
sprog,5,noun,recruit|child
sprue,5,noun,disorder
spume,5,noun,foam
spume,5,verb,make
spunk,5,noun,igniter|courage
spurn,5,verb,refuse
spurt,5,noun,discharge
spurt,5,verb,pour|travel
sq ft,5,noun,area unit
sq in,5,noun,area unit
sq yd,5,noun,area unit
squab,5,noun,poultry|sofa|pigeon
squad,5,noun,army unit|unit|team
squat,5,noun,leg exercise|small indefinite quantity|motion
squat,5,verb,sit|be|occupy
squaw,5,noun,indian
squib,5,noun,firework
squid,5,noun,seafood|decapod
stack,5,noun,pile|large indefinite quantity|list|chimney|memory device
stack,5,verb,load|arrange|arrange
staff,5,noun,force|stick|body|building material|symbol|musical notation
staff,5,verb,provide|serve
stage,5,noun,time period|state|platform|dramaturgy|coach|travel|scene|platform
stage,5,verb,re-create|initiate
stain,5,noun,appearance|coloring material|dirtiness|symbol|mistake
stain,5,verb,dye|change|spot|dye
stair,5,noun,support
stake,5,noun,share|visual signal|instrument of execution|gamble|post
stake,5,verb,risk|bet|mark|fasten|kill
stale,5,verb,make
stalk,5,noun,plant material|plant organ|hunt|pursuit|gait
stalk,5,verb,walk|pursue|pursue
stall,5,noun,compartment|closet|booth|malfunction|seating|alcove|obstruction
stall,5,verb,delay|stop|delay|shelter|stop|stop|stop
stamp,5,noun,solid|class|symbol|token|medium of exchange|sheet|machine|die|device
stamp,5,verb,walk|impress|qualify|affix|classify|snuff out|shape|squash|impress
stand,5,noun,support|position|vegetation|table|support|stop|position|booth|stop|tiered seat|platform|defense
stand,5,verb,rest|be|be|resist|permit|evaluate|stay|continue|measure|put|fight|serve
staph,5,noun,coccus
stare,5,noun,look
stare,5,verb,look|look
start,5,noun,beginning|point|turn|reflex|change of state|line|signal|advantage
start,5,verb,leave|make|begin|move|play|be|act|change shape
stash,5,noun,store
stash,5,verb,save
state,5,noun,administrative district|attribute|government|political unit|chemical phenomenon|emotional state|administrative district|executive department
state,5,verb,express|propose|denote
stave,5,noun,musical notation|slat|crosspiece
stave,5,verb,equip|burst
stays,5,noun,foundation garment|act|inaction|decree|strip|brace
stays,5,verb,be|stay in place|stay|be|check|stop|fasten|meet
stead,5,noun,function
steak,5,noun,cut
steal,5,noun,purchase|baseball
steal,5,verb,take|move|gain
steam,5,noun,vapor
steam,5,verb,travel|emit|rise|anger|clean|cook
steed,5,noun,warhorse
steel,5,noun,alloy|weapon|sharpener
steel,5,verb,brace|cover
steep,5,noun,descent
steep,5,verb,concentrate|soak
steer,5,noun,guidance|cattle;male
steer,5,verb,control|control|direct
stein,5,noun,mug
stela,5,noun,antiquity;stone
stele,5,noun,vascular tissue|antiquity;stone
stent,5,noun,tube
steps,5,noun,stairway|path|maneuver|indefinite quantity|locomotion|support|rank|small indefinite quantity|sound|interval|mark|block|locomotion
steps,5,verb,travel|travel|run|treat|supply|travel|walk|put|quantify|move
stern,5,noun,rear|body part
stick,5,noun,implement|limb|lever|butter;margarine|leg|sports equipment|implement|cigarette|punishment
stick,5,verb,fasten|stay in place|attach|be|persist|adopt|be|decorate|fasten|fasten|fasten|pierce|pierce|touch|force|confuse
stiff,5,noun,man|body
stile,5,noun,upright
still,5,noun,photograph|silence|apparatus|plant
still,5,verb,comfort|suppress|comfort|change
stilt,5,noun,column|pole|shorebird|shorebird
sting,5,noun,pain|pain|injury|swindle
sting,5,verb,ache|pierce|force|hurt|hurt
stink,5,noun,smell
stink,5,verb,be|smell
stint,5,noun,duration|sandpiper|job
stint,5,verb,save|supply
stipe,5,noun,stalk
stirk,5,noun,cattle
stoat,5,noun,ermine
stock,5,noun,capital|merchandise|handle;support|security|accumulation|genealogy|animal group;variety|soup|repute|stalk|plant part|flower|flower|lumber|handle|cravat|placental
stock,5,verb,have|equip|supply|supply|supply|supply|grow
stoep,5,noun,porch
stogy,5,noun,cigar
stoic,5,noun,philosopher|adult
stoke,5,verb,tend
stole,5,noun,scarf
stole,5,verb,take|move|gain
stoma,5,noun,aperture|orifice
stomp,5,noun,social dancing
stomp,5,verb,walk
stone,5,noun,natural object|building material|material|crystal|avoirdupois unit|pericarp|coldness
stone,5,verb,kill|remove
stool,5,noun,seat|body waste|stump|plumbing fixture
stool,5,verb,entice|react|grow|excrete
stoop,5,noun,inclination|basin|porch
stoop,5,verb,bend|act|pounce|slope|hold
stops,5,noun,card game|ending|act|stay|inaction|topographic point|obstruent|punctuation|knob|mechanical device|restraint|obstruction
stops,5,verb,prevent|interrupt|end|defend|catch|obstruct|interrupt
store,5,noun,mercantile establishment|accumulation|hardware;memory device|depository
store,5,verb,keep|keep
stork,5,noun,wading bird
storm,5,noun,atmospheric phenomenon|disturbance|assault
storm,5,verb,act|penetrate|blow|attack
story,5,noun,message|fiction|structure|record|news|lie
stoup,5,noun,drinking vessel|basin
stout,5,noun,ale|size
stove,5,noun,kitchen appliance|heater
stove,5,verb,equip|burst
strad,5,noun,violin
strap,5,noun,leather strip|hanger|band|whip
strap,5,verb,tie|beat|sharpen|fasten
straw,5,noun,plant fiber|plant material|yellow|tube
straw,5,verb,cover|spread
stray,5,noun,domestic animal
stray,5,verb,travel|travel|tell
strep,5,noun,eubacteria
strew,5,verb,spread|cover
stria,5,noun,groove|stripe
strip,5,noun,part|artifact|airfield|cartoon|lumber|nude dancing
strip,5,verb,take|take off|remove|remove|clear|take|remove|remove|smooth|remove|remove|milk|remove
strix,5,noun,bird genus
strop,5,noun,sharpener;strap
strop,5,verb,sharpen
strum,5,noun,sound
strum,5,verb,sound
strut,5,noun,gait|brace
strut,5,verb,walk
stuck,5,verb,fasten|stay in place|attach|be|persist|adopt|be|decorate|fasten|fasten|fasten|pierce|pierce|touch|force|confuse
study,5,noun,examination|learning|document|concentration|room|knowledge domain|drawing|contemplation|memorizer|musical composition
study,5,verb,chew over|learn|think
stuff,5,noun,substance|object|personal property|nonsense|quality|information|kernel
stuff,5,verb,cram|push|clog|eat|impregnate|fill|fill
stump,5,noun,plant part|body part|post|platform
stump,5,verb,perplex|walk|campaign|clear
stung,5,verb,ache|pierce|force|hurt|hurt
stunt,5,noun,feat|animal
stunt,5,verb,impede|perform
stupa,5,noun,shrine
stupe,5,noun,simpleton
style,5,noun,property|communication|kind|taste|reproductive structure|direction|elegance|tool|process
style,5,verb,name|make|write
stymy,5,noun,situation|obstacle
stymy,5,verb,prevent
sucre,5,noun,ecuadoran monetary unit
sudor,5,noun,secretion
sudra,5,noun,hindu|varna
suede,5,noun,leather|fabric
sugar,5,noun,sweetening|macromolecule|money
sugar,5,verb,sweeten
suite,5,noun,musical composition|apartment|gathering|set
sukur,5,noun,biu-mandara
sulfa,5,noun,antibacterial
sulky,5,noun,horse-drawn vehicle
sulla,5,noun,subshrub
sully,5,verb,mar|spot|charge
sumac,5,noun,wood|shrub
sunna,5,noun,way
sunni,5,noun,muslim|sect
sunup,5,noun,hour
suomi,5,noun,baltic-finnic
super,5,noun,caretaker
surge,5,noun,flow|increase|wave
surge,5,verb,inflate|rise|run|rise|better
sushi,5,noun,dish
sutra,5,noun,sanskrit literature
swage,5,noun,tool
swage,5,verb,shape
swain,5,noun,lover;man
swale,5,noun,trough
swami,5,noun,hindu
swamp,5,noun,wetland|situation
swamp,5,verb,flood|fill
swank,5,noun,elegance
swank,5,verb,expose
sward,5,noun,land
swarm,5,noun,crowd|group
swarm,5,verb,hum|crowd
swash,5,noun,wave
swash,5,verb,travel|scatter|overstate|act
swath,5,noun,space|path
swazi,5,noun,african|nguni
swear,5,verb,express|declare|vow|declare|believe
sweat,5,noun,secretion|agitation|condensation|labor
sweat,5,verb,excrete
swede,5,noun,european|turnip plant|turnip
sweep,5,noun,scope|cleaner|victory|oar|run|motion
sweep,5,verb,move|move|wipe|involve|cover|clean|win|cover|wield
sweet,5,noun,course|dainty|taste|taste property
swell,5,noun,wave|natural elevation|crescendo|man
swell,5,verb,increase|act|expand|originate|surface|grow
swept,5,verb,move|move|wipe|involve|cover|clean|win|cover|wield
swift,5,noun,apodiform bird|fence lizard
swill,5,noun,feed
swill,5,verb,feed|drink
swine,5,noun,even-toed ungulate
swing,5,noun,action|mechanical device;plaything|blow|motion|jazz|rhythmicity|stroke|stroke|country-dance
swing,5,verb,move|move back and forth|travel|influence|wield|hang|aim|change|live|be|socialize|play|fornicate
swipe,5,noun,stroke
swipe,5,verb,hit|steal
swirl,5,noun,round shape
swirl,5,verb,revolve|run
swish,5,noun,sound
swish,5,verb,sound
swiss,5,noun,nation
swoon,5,noun,loss of consciousness
swoon,5,verb,zonk out
swoop,5,noun,glissando|foray|descent
swoop,5,verb,descend|move|snatch
sword,5,noun,weapon
sworn,5,verb,express|declare|vow|declare|believe
swosh,5,verb,sound
sylph,5,noun,woman|imaginary being
sylva,5,noun,forest
synod,5,noun,council
syrup,5,noun,sweetening
tabby,5,noun,domestic cat|domestic cat
tabes,5,noun,atrophy
tabis,5,noun,sock|sock
table,5,noun,array|furniture|furniture|tableland|gathering|fare
table,5,verb,delay|arrange
taboo,5,noun,bias|inhibition
taboo,5,verb,restrict
tabor,5,noun,drum
tabun,5,noun,organophosphate nerve agent
tacca,5,noun,liliid monocot genus
taffy,5,noun,candy
tails,5,noun,formalwear|process|end|projection|body part|follower;spy|reverse|rear|rear
tails,5,verb,pursue|cut|top
taint,5,noun,impurity
taint,5,verb,mar|pollute
taira,5,noun,musteline mammal
tajik,5,noun,asian|ethnic group|iranian
taken,5,verb,act|use|change|interpret|transport|use|decide|get|work|think about|experience|record|undergo|move|accept|receive|necessitate|head|position|become|have|get|buy|buy|sleep together|affirm|be|be|traverse|win|sicken
taker,5,noun,customer|bettor
takin,5,noun,goat antelope
talks,5,noun,discussion|conversation|discussion|lecture|address|gossip
talks,5,verb,communicate|communicate|communicate|tell|unwrap|teach
tally,5,noun,score|bill|investigation
tally,5,verb,equal|gain|record|count
talon,5,noun,claw
talus,5,noun,geological formation|bone
tamed,5,verb,change|change|adapt|change|adapt
tamer,5,noun,animal trainer
tamil,5,noun,dravidian|south dravidian
tammy,5,noun,fabric|cap
tamus,5,noun,plant genus
tanga,5,noun,tajikistani monetary unit
tango,5,noun,ballroom dancing|dance music
tango,5,verb,dance
tanka,5,noun,poem|painting
tansy,5,noun,composite
taped,5,verb,attach|record|record|cut|withdraw|strike|use|listen in|supply|sound|walk|dance|draw|pierce|request
taper,5,noun,convex shape|narrowing|cord|lamp
taper,5,verb,decrease|change shape
tapir,5,noun,odd-toed ungulate
tapis,5,noun,fabric
tappa,5,noun,bark|fabric
tarot,5,noun,card
tarry,5,verb,be|leave
tasse,5,noun,armor plate
taste,5,noun,sensation|liking|discrimination|experience|small indefinite quantity|exteroception;modality|sensing
taste,5,verb,perceive|consume|taste|identify|know
tatar,5,noun,mongol|russian|turki
tater,5,noun,root vegetable;solanaceous vegetable;starches
tatou,5,noun,armadillo
taunt,5,noun,aggravation
taunt,5,verb,mock
tauon,5,noun,lepton
taupe,5,noun,brown
tawse,5,noun,strap
taxer,5,noun,bureaucrat
taxis,5,noun,reaction|operation|car
taxon,5,noun,biological group
taxus,5,noun,gymnosperm genus
tayra,5,noun,musteline mammal
t-bar,5,noun,surface lift
teach,5,verb,inform|habituate
tears,5,noun,bodily process|drop|opening|revel|separation
tears,5,verb,separate|separate|rush|strip|cry
tease,5,noun,unwelcome person|woman|harassment
tease,5,verb,torment|mock|manipulate|shred|change surface|disentangle|separate|ridicule|comb
tebet,5,noun,jewish calendar month
teddy,5,noun,plaything|undergarment
teens,5,noun,time of life|large integer|juvenile
teeth,5,noun,set|bone|projection|structure|means|projection
teiid,5,noun,lizard
tekki,5,noun,technician
telco,5,noun,utility
telex,5,noun,character printer
telex,5,verb,telecommunicate
telly,5,noun,receiver
tempo,5,noun,musical time|rate
tempt,5,verb,invite|provoke|stimulate|persuade|arouse|persuade
tench,5,noun,cyprinid
tenet,5,noun,religious doctrine
tenge,5,noun,turkmen monetary unit|kazakhstani monetary unit
tenia,5,noun,headband
tenno,5,noun,emperor
tenon,5,noun,projection
tenor,5,noun,singing voice|pitch|singer|direction|meaning
tense,5,noun,grammatical category
tense,5,verb,tighten|change|change state|affect
tenth,5,noun,common fraction|rank
tepal,5,noun,plant part
tepee,5,noun,lodge;tent
teras,5,noun,fetus|biu-mandara
terce,5,noun,canonical hour
teres,5,noun,skeletal muscle
terms,5,noun,status|cost|word|time period|statement|quantity|constituent|point|statue
terms,5,verb,name
terry,5,noun,fabric;toweling
tesla,5,noun,flux density unit
testa,5,noun,reproductive structure
teton,5,noun,sioux
tetra,5,noun,characin
tetri,5,noun,georgian monetary unit
tevet,5,noun,jewish calendar month
texan,5,noun,american
thane,5,noun,lord|citizen
thank,5,verb,convey
thebe,5,noun,botswana monetary unit
theca,5,noun,covering|sheath
theft,5,noun,felony
theme,5,noun,message|idea|tune|essay|form
theme,5,verb,supply
there,5,noun,location
therm,5,noun,work unit
theta,5,noun,letter
thick,5,noun,inside
thief,5,noun,criminal
thigh,5,noun,limb|helping
thill,5,noun,shaft
thing,5,noun,situation|action|abstraction|artifact|happening|concern|statement|entity|attribute|aim|feeling|physical entity
think,5,noun,deliberation
think,5,verb,evaluate|expect|imagine|concentrate|think|think|think|think|change
third,5,noun,common fraction|position|rank|interval|gear|base
thole,5,noun,holder
thong,5,noun,leather strip|underpants|leather strip|woman's clothing|sandal
thorn,5,noun,annoyance|aculeus|rune
three,5,noun,digit|playing card
thrip,5,noun,thysanopter
throb,5,noun,pain|pulse
throb,5,verb,ache|beat|tremble
throe,5,noun,agony|distress
throw,5,noun,propulsion|opportunity|movement|bedclothes|gambling
throw,5,verb,propel|move|remove|put|communicate|engage|send|put|upset|express|direct|shape|dislodge|turn|be
thrum,5,noun,sound
thrum,5,verb,sound|sound|sound
thuja,5,noun,gymnosperm genus
thumb,5,noun,finger|covering|molding
thumb,5,verb,ride|peruse|touch
thump,5,noun,sound|blow
thump,5,verb,move|sound|hit
thunk,5,noun,sound
thyme,5,noun,herb|herb
tiara,5,noun,jewelled headdress
tibia,5,noun,leg bone
tibit,5,noun,computer memory unit
tical,5,noun,thai monetary unit
tiger,5,noun,person|big cat
tigon,5,noun,big cat
tilde,5,noun,diacritical mark
tiled,5,verb,cover
tiler,5,noun,worker
tilia,5,noun,dilleniid dicot genus
tilth,5,noun,condition|land
timed,5,verb,quantify|schedule|determine|adjust|adjust
timer,5,noun,timepiece|official|governor
times,5,noun,time period|arithmetic operation|case|time period|time period|moment|attribute|experience|reading|dimension|rhythmicity|term
times,5,verb,quantify|schedule|determine|adjust|adjust
timid,5,noun,people
tinca,5,noun,fish genus
tinct,5,verb,color
tinea,5,noun,fungal infection|arthropod genus
tined,5,verb,plate|preserve|plate
tinge,5,noun,small indefinite quantity|shade
tinge,5,verb,affect|color
tired,5,verb,devolve|indispose|consume
titan,5,noun,important person
titer,5,noun,concentration
tithe,5,noun,levy|offering
tithe,5,verb,charge|levy|pay
title,5,noun,heading|name|subheading|high status|legal document|appellation|legal right|writing|appellation|right
title,5,verb,name|name
titre,5,noun,concentration
titty,5,noun,mammary gland
tiyin,5,noun,uzbekistani monetary unit|kazakhstani monetary unit
tizzy,5,noun,agitation
t-man,5,noun,government agent
toady,5,noun,flatterer
toady,5,verb,flatter
toast,5,noun,bread|celebrity|desperate|drink
toast,5,verb,heat|honor
today,5,noun,present|day
toddy,5,noun,mixed drink
todea,5,noun,fern genus
to-do,5,noun,disorder
todus,5,noun,bird genus
toffy,5,noun,candy
tokay,5,noun,wine|vinifera grape
token,5,noun,symbol|sign|disk|object
toned,5,verb,talk|talk|discolor|color|exercise
toner,5,noun,solution|material|lotion
tonga,5,noun,bantu
tongs,5,noun,device
tonic,5,noun,soft drink|soft drink|note|medicine
tonne,5,noun,metric weight unit
tonus,5,noun,tension
toona,5,noun,rosid dicot genus
tooth,5,noun,bone|projection|structure|means|projection
topaz,5,noun,quartz|mineral;transparent gem|light brown
topee,5,noun,sunhat
toper,5,noun,consumer
topic,5,noun,message|content
topos,5,noun,theme
toque,5,noun,hat|millinery
torah,5,noun,scroll
torch,5,noun,light|mullein|electric lamp|burner
torch,5,verb,burn
torsk,5,noun,gadoid
torso,5,noun,body part
torte,5,noun,cake
torus,5,noun,round shape|molding
total,5,noun,whole|quantity
total,5,verb,be|count|damage
totem,5,noun,kin|emblem
toter,5,noun,traveler
touch,5,noun,contact|exteroception;somatosense|suggestion|manner|act|small indefinite quantity|communication|attack|solicitation|perception|adeptness|tactile property
touch,5,verb,perceive|affect|change|manage|touch|be|compete|change|hint|understand|consume|color
tough,5,noun,combatant|criminal|attacker
toupe,5,noun,hairpiece
tours,5,noun,journey|shift|time period
tours,5,verb,travel
towel,5,noun,piece of cloth
towel,5,verb,wipe
tower,5,noun,structure|shape|boat
tower,5,verb,rise
towny,5,noun,townsman
toxin,5,noun,poison
toyon,5,noun,shrub
trace,5,noun,small indefinite quantity|indication|suggestion|drawing|line|mark
trace,5,verb,analyze|mark|return|chase|detect|proceed|copy|read
track,5,noun,line|evidence|artifact|course|excerpt|belt|path|groove|bar|road|track and field
track,5,verb,bring in|observe|pursue|pass|make
tract,5,noun,geographical area|system|treatise|white matter
trade,5,noun,commerce|occupation|business|transaction|class|prevailing wind|exchange
trade,5,verb,exchange|sell|exchange|transact
trail,5,noun,path|track|evidence
trail,5,verb,lag|pursue|travel|drag
train,5,noun,public transport|series|procession|consequence|piece of cloth|wheelwork
train,5,verb,teach|learn|develop|educate|polish|position|teach|exercise|control|ride|drag
trait,5,noun,attribute
tramp,5,noun,vagrant|libertine|pedestrian|footfall|steamer|walk
tramp,5,verb,hike|walk|traverse|travel
trapa,5,noun,dicot genus
trash,5,noun,waste|rabble|drivel|amphetamine;controlled substance
trash,5,verb,discard|disparage
trave,5,noun,beam
trawl,5,noun,fishing line|fishnet
trawl,5,verb,fish
tread,5,noun,step|surface|contact|structural member
tread,5,verb,travel|walk|squash|brace|give|copulate
treat,5,noun,nutriment|happening
treat,5,verb,interact|affect|broach|give|provide|negociate|react
treed,5,verb,steer|plant|chase|elongate
trema,5,noun,dicot genus
trend,5,noun,direction|direction|inclination|taste
trend,5,verb,turn
tress,5,noun,hairdo
trews,5,noun,trouser
triad,5,noun,digit|set|gathering|chord
trial,5,noun,attempt|experiment|attempt|proceeding|contest|affliction
tribe,5,noun,social group|nation|taxonomic group|social group
trice,5,noun,moment
trice,5,verb,raise|hoist
trick,5,noun,device|shift|dishonesty|diversion|performance|customer|turn
trick,5,verb,deceive
tried,5,verb,act|evaluate|decide|consume|probe|pain|afflict|melt|wear
trier,5,noun,judge|person
triga,5,noun,fish genus
trike,5,noun,wheeled vehicle
trill,5,noun,note|articulation
trill,5,verb,pronounce|sing
trine,5,noun,digit
tripe,5,noun,variety meat|drivel
troat,5,verb,utter
troll,5,noun,mythical monster|partsong|fisherman's lure|angling
troll,5,verb,circle|wheel|sing|angle|sing|praise|talk
troop,5,noun,army unit|army unit|unit|crowd
troop,5,verb,march|march
trope,5,noun,rhetorical device
troth,5,noun,promise|assurance
trout,5,noun,fish|food fish;salmonid
trove,5,noun,treasure
truce,5,noun,peace
truck,5,noun,motor vehicle|handcart
truck,5,verb,transport
trump,5,noun,playing card|suit|brass
trump,5,verb,sound|beat|move|announce
trunk,5,noun,stalk|baggage|body part|compartment|snout
truss,5,noun,bandage|framework|bracket
truss,5,verb,tie|restrain|hold
trust,5,noun,property|certainty|trait|consortium|belief|friendship
trust,5,verb,believe|permit|expect|wish|pass|lend
truth,5,noun,fact|actuality|statement|quality
tryst,5,noun,date|rendezvous
tsine,5,noun,ox
tsuga,5,noun,gymnosperm genus
tubed,5,verb,supply|bring|ride|envelop
tuber,5,noun,stalk|fungus genus
tudor,5,noun,dynasty|ruler
tulip,5,noun,liliaceous plant
tulle,5,noun,net
tummy,5,noun,belly|internal organ
tumor,5,noun,growth
tuner,5,noun,skilled worker|receiver
tunga,5,noun,arthropod genus
tunic,5,noun,membrane|cloak
tunny,5,noun,saltwater fish|food fish;scombroid
tupek,5,noun,tent
tupik,5,noun,tent
turki,5,noun,asian|altaic
turps,5,noun,essential oil|resection
tutee,5,noun,learner
tutor,5,noun,teacher
tutor,5,verb,teach|relate
tutsi,5,noun,bantu
twain,5,noun,two
twang,5,noun,sound|nasality
twang,5,verb,sound|sound|throb|pluck|pronounce
tweak,5,noun,squeeze
tweak,5,verb,pinch|pull|tune
tweed,5,noun,fabric|trouser
tweet,5,noun,chirp
tweet,5,verb,sound|grip
twerp,5,noun,simpleton
twill,5,noun,weave|fabric
twill,5,verb,weave
twine,5,noun,cord
twine,5,verb,twist|move|make|change shape
twins,5,noun,crystal|sibling|person|duplicate
twins,5,verb,match|join|grow|give birth
