lemma,Count,part_of_speech,hyponyms
snack,5,noun,coffee break;nosh;refreshment
snack,5,verb,browse
snail,5,noun,edible snail;garden snail;scorpion shell
snail,5,verb,whelk
snake,5,noun,blind snake;colubrid snake;constrictor;elapid;sea snake;viper|closet auger;plumber's snake;trap-and-drain auger
snare,5,noun,iron trap;speed trap
snare,5,verb,gin
snarl,5,verb,enmesh;felt|snafu
snipe,5,noun,dowitcher;great snipe;jacksnipe;whole snipe;wilson's snipe
snipe,5,verb,abuse;blister;bombard;claw;rip;rubbish;vitriol;whang
snips,5,noun,nip
snips,5,verb,disbud;poll;shear;top
snoop,5,noun,eavesdropper
snout,5,noun,proboscis
snuff,5,noun,rappee
solid,5,noun,crystal;dry ice;food;glass;plastic;powder;precipitate;vitrification|block;cast;concave shape;convex shape;cylinder;frustum;ovoid;polyhedron;toroid
solon,5,noun,elder statesman;founding father;stateswoman
solve,5,verb,answer;answer;break;guess;riddle;strike|factorize
sotho,5,noun,sesotho;tswana
sound,5,noun,noisiness;ring;unison;voice|dub;music;music;noise;tone|ultrasound|beat;beep;bell;bong;buzz;chink;chirp;chirrup;chorus;click-clack;clip-clop;cry;ding;drip;drum;footfall;gargle;gurgle;jingle;knock;mutter;noise;paradiddle;pat;patter;peal;ping;plunk;pop;purr;quack;quaver;ring;rub-a-dub;sigh;skirl;song;strum;susurration;swish;tapping;throbbing;thrum;thump;thunk;tick;ting;toot;tootle;trample;twang;vibrato;voice;vroom;whack;whir;whistle;whiz;zing;zizz|consonant;orinasal phone;phoneme;semivowel;sonant;vowel|narrow
sound,5,verb,bang;bleep;blow;blow;boom;boom;buzz;chatter;chime;chug;clang;clangor;clank;click;clop;crack;crash;drone;drum;glug;guggle;gurgle;honk;hum;lap;make noise;patter;ping;pink;pop;rattle;resonate;resound;ring;ripple;roll;rumble;rustle;skirl;snap;snarl;splash;splat;squelch;tap;thud;tick;ting;tinkle;trump;twang;tweet;whish;whistle;whistle;whizz|cackel;dissonate;pierce;play;speak|chirk;quaver|blow;clink;gong;play;pop;prepare;ring;strum;ting;twang
souse,5,verb,bate;bedraggle;brine;ret;sluice|dabble;dip;sop
south,5,noun,alabama
space,5,noun,absolute space;mathematical space;outer space;phase space|angle;cavity;compartment;crenel;enclosure;expanse;hole;opening;pleural space;pocket;subarachnoid space;swath;void|airspace;crawlspace;disk space;flies;key;no-parking zone;parking space;seat;separation;terreplein;workspace|indentation;margin|hair space
spade,5,noun,ditch spade;garden spade
spade,5,verb,ridge
spain,5,noun,logrono
spare,5,verb,favor
spark,5,noun,brush discharge;corona discharge;flashover
spasm,5,noun,blepharospasm;charley horse;crick;myoclonus;opisthotonos;tenesmus;trismus;twitch;writer's cramp|bronchospasm;cardiospasm;heave;laryngismus
spate,5,noun,flood;haymow|debris surge;onrush
spawn,5,noun,roe
spawn,5,verb,spat
speak,5,verb,babble;bark;bay;begin;blubber;blurt out;bumble;cackle;chatter;chatter;deliver;drone;enthuse;generalize;gulp;hiss;lip off;mumble;murmur;open up;peep;rant;rasp;read;shout;sing;slur;snap;snivel;speak in tongues;speak up;swallow;talk of;tone;tone;troll;verbalize;vocalize;whiff;whisper;yack|chat up;cheek;continue;converse;dish the dirt;dogmatize;hold forth;level;monologuize;orate;pontificate;rap;spiel;talk down;talk turkey|run on;slang;smatter|blaze away;harangue;keynote;memorialize
spear,5,noun,assegai;javelin;trident|harpoon;leister
speck,5,noun,chylomicron;flyspeck;grain;grinding;identification particle|snuff
specs,5,noun,bifocals;goggles;lorgnette;pince-nez;sunglasses|computer architecture;network architecture
speed,5,noun,airspeed;angular velocity;escape velocity;groundspeed;hypervelocity;muzzle velocity;peculiar velocity;radial velocity;speed of light;steerageway;terminal velocity|execution speed;graduality;haste|acceleration;deceleration;scud|amphetamine sulfate;benzedrine;dextroamphetamine sulphate;methamphetamine
speed,5,verb,barge;dart;tear|brisk|flit;run;zoom
spell,5,noun,fascination;possession|cold spell;hot spell;snap|hex;incantation
spell,5,verb,misspell|hyphenate;spell out
spelt,5,verb,misspell|hyphenate;spell out
spend,5,verb,serve;slum;sojourn;soldier;summer;vacation;weekend;while away;winter|afford;blow;consume;consume;invest;lay out;misspend;misspend;penny-pinch;piddle;save;underspend;wanton|overspend;underspend
spent,5,verb,serve;slum;sojourn;soldier;summer;vacation;weekend;while away;winter|afford;blow;consume;consume;invest;lay out;misspend;misspend;penny-pinch;piddle;save;underspend;wanton|overspend;underspend
spice,5,noun,stacte|allspice;chinese anise;cinnamon;clove;fennel;five spice powder;ginger;mace;nutmeg|hotness;nip;pungency
spice,5,verb,salt|ginger;pepper
spiel,5,verb,bang out;bugle;fiddle;jazz;misplay;modulate;prelude;rag;replay;reprise;riff;slur;tongue
spike,5,noun,crampon;piton;pricket|mealie|gaff
spike,5,verb,pin;spear
spile,5,noun,sheet pile
spill,5,noun,pratfall;wipeout
spill,5,verb,overflow|seed
spine,5,noun,chine;notochord|glochidium|quill;ray
spire,5,noun,pinnacle
spirt,5,noun,spray;spritz
spirt,5,verb,blow;pump;whoosh
spite,5,verb,diss;humiliate;lacerate;sting
spitz,5,noun,chow;keeshond;pomeranian;samoyed
split,5,noun,banana split
split,5,verb,balkanize;canton;format;lot;paragraph;parcel;sectionalize;sliver;subdivide;triangulate;unitize|laminate;maul|break;break with;disassociate;disunify;divorce;give the axe;secede|break up;diffract;disperse|blow;pop;stave
spoil,5,verb,addle;curdle|load|dash;disappoint;ruin;short-circuit|deface;defile
spoke,5,verb,babble;bark;bay;begin;blubber;blurt out;bumble;cackle;chatter;chatter;deliver;drone;enthuse;generalize;gulp;hiss;lip off;mumble;murmur;open up;peep;rant;rasp;read;shout;sing;slur;snap;snivel;speak in tongues;speak up;swallow;talk of;tone;tone;troll;verbalize;vocalize;whiff;whisper;yack|chat up;cheek;continue;converse;dish the dirt;dogmatize;hold forth;level;monologuize;orate;pontificate;rap;spiel;talk down;talk turkey|run on;slang;smatter|blaze away;harangue;keynote;memorialize
spoof,5,verb,travesty
spool,5,noun,filature;shuttle
spool,5,verb,cheese
spoon,5,noun,dessert spoon;runcible spoon;soupspoon;sugar spoon;tablespoon;tea maker;teaspoon;wooden spoon
spore,5,noun,aeciospore;ascospore;basidiospore;carpospore;chlamydospore;conidium;endospore;fern seed;megaspore;microspore;oospore;pollen;resting spore;tetraspore;zoospore;zygospore
sport,5,noun,archery;athletic game;blood sport;contact sport;cycling;funambulism;gymnastics;judo;outdoor sport;racing;riding;rock climbing;rowing;skating;skiing;sledding;spectator sport;team sport;track and field;water sport|professional baseball;professional basketball;professional boxing;professional football;professional golf;professional tennis;professional wrestling;sumo|freak|drollery;jocosity;pun;waggery
spots,5,noun,birthplace;end;grave;hiding place;high;hole-in-the-wall;holy place;junction;mecca;nesting place;overlook;peak;polling place;pool;rendezvous;scour;service area;showplace;solitude;stop;target;zone|blotch;fingermark;inkblot|facula;facula;macule;nebula;parhelion;plaque;speck;splash;sunspot;worn spot|cabaret;clip joint;hot spot;joint|academicianship;accountantship;admiralty;ambassadorship;apostleship;apprenticeship;associateship;attorneyship;bailiffship;baronetage;bishopry;cadetship;caliphate;captainship;cardinalship;chairmanship;chancellorship;chaplaincy;chieftaincy;clerkship;commandership;comptrollership;consulship;controllership;councillorship;counselorship;curacy;curatorship;custodianship;deanship;directorship;discipleship;editorship;eldership;emirate;fatherhood;fatherhood;foremanship;generalship;governorship;headship;headship;hot seat;incumbency;inspectorship;instructorship;internship;judgeship;khanate;lectureship;legation;legislatorship;librarianship;lieutenancy;magistracy;managership;manhood;marshalship;mastership;mayoralty;messiahship;moderatorship;overlordship;pastorship;peasanthood;plum;praetorship;precentorship;preceptorship;prefecture;prelacy;premiership;presidency;primateship;principalship;priorship;proconsulship;proctorship;professorship;protectorship;public office;rabbinate;receivership;rectorship;regency;residency;rulership;sainthood;secretaryship;seigniory;senatorship;sinecure;solicitorship;speakership;stewardship;studentship;teachership;thaneship;throne;treasurership;tribuneship;trusteeship;vice-presidency;viceroyship;viziership;wardenship;wardership;womanhood|eight-spot;five-spot;four-spot;nine-spot;seven-spot;six-spot;ten-spot
spots,5,verb,discriminate;resolve|spatter;speckle;splotch;tarnish|fox;freckle|freckle;mottle
spout,5,noun,gargoyle;nozzle
spout,5,verb,blow;pump;whoosh
spray,5,noun,airbrush|sea spray;spindrift
spray,5,verb,atomize;mist;shower;syringe
spree,5,noun,spending spree
sprig,5,noun,brier;wand;withe
spurn,5,verb,rebuff
spurt,5,noun,spray;spritz
spurt,5,verb,blow;pump;whoosh
squad,5,noun,firing squad|a-team;baseball team;basketball team;battery;crew;defense;flying squad;football team;hit squad;hockey team;junior varsity;little-league team;major-league team;minor-league team;offense;police squad;powerhouse;second string;section;varsity|platoon;swat team;vice squad
squid,5,noun,architeuthis;loligo;ommastrephes
stack,5,noun,haystack|flood;haymow|funnel
stack,5,verb,cord;rick
staff,5,noun,general staff;headquarters staff;newsroom;office;research staff;sales staff;security staff;service staff|alpenstock;baton;crook;crutch;distaff;flagpole;pikestaff;quarterstaff|crosier;mace;scepter;tipstaff
staff,5,verb,man
stage,5,noun,anal stage;apogee;chapter;diakinesis;diplotene;fertile period;generation;genital stage;incubation;latency stage;leptotene;menstrual phase;musth;oral stage;pachytene;phallic stage;phase of cell division;safe period;secretory phase;seedtime;zygotene|acme;climax;extent;ladder;plane;quickening;resultant;standard of living;state of the art;ultimacy|downstage;mise en scene;proscenium;theater stage;wing|fare-stage
stage,5,verb,set|dogfight;phase;tee up
stain,5,noun,bloodstain;iron mold;mud stain;oil stain;scorch;tarnish|counterstain;gentian violet;methylene blue|bar sinister;cloven hoof;demerit
stain,5,verb,dip;ebonize;marble;tattoo;vein|smut|darken
stair,5,noun,corbel step
stake,5,noun,controlling interest;equity;fee;grubstake;insurable interest;reversion;right;security interest;terminable interest;undivided interest;vested interest|starting post;winning post|ante;pool;pot
stake,5,verb,ante;parlay
stalk,5,noun,bran|axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber|deerstalking
stall,5,noun,confessional;polling booth;prompt box;shower stall;telephone booth;tollbooth;voting booth|coffee stall;newsstand|stonewalling
stall,5,verb,procrastinate
stamp,5,noun,imprint;seal|food stamp|bulla;cachet;great seal;handstamp;signet
stamp,5,verb,date;postmark;rubberstamp|meter|block
stand,5,noun,brass monkey;staddle;trivet;trivet|cabstand|lectern|bier;cruet-stand;dress rack;magazine rack;music stand;spice rack;tripod|cityscape;complexion;landscape;slant|coffee stall;newsstand|bleachers;grandstand;reviewing stand|repulsion
stand,5,verb,line up;ramp;stand back|accept;bear up;pay;sit out;stand for;take a joke;take lying down|align|wash
stare,5,noun,contemplation;gape;gaze;glare
stare,5,verb,stare down;stargaze|glower
start,5,noun,adrenarche;alpha;dawn;flying start;kickoff;menarche;onset;opener;opening;racing start;thelarche|birth;incipiency;terminus a quo;threshold|startle reflex;startle response;wince|activation;attack;constitution;face-off;first step;groundbreaking;housing start;icebreaker;inauguration;initiation;installation;introduction;jump ball;kickoff;resumption;scrum;springboard;startup
start,5,verb,attack;auspicate;break in;come on;embark;fall;get cracking;get to;jump off;plunge;recommence;strike out|inaugurate;jumpstart;recommence;set off;start|blaze;roar off;sally forth;take off|break out;bud;dawn;erupt;originate;set in|go back;lead up;set|inaugurate;open|boggle;jackrabbit;rear back;shy|crank;hot-wire;jumpstart;kick-start;restart|get off the ground;go on|take office
state,5,noun,american state;australian state;canadian province;commonwealth;eparchy;italian region;soviet socialist republic|action;being;cleavage;condition;condition;conditionality;conflict;damnation;dead letter;death;degree;dependence;disorder;dystopia;employment;end;enlargement;feeling;flux;freedom;grace;ground state;heterozygosity;homozygosity;hostility;illumination;immaturity;imminence;imperfection;inaction;integrity;isomerism;kalemia;maturity;medium;merchantability;motion;motionlessness;nationhood;neotony;nonbeing;obligation;office;omnipotence;omniscience;order;ornamentation;ownership;paternity;perfection;plurality;polyvalence;polyvalence;readiness;receivership;relationship;relationship;representation;revocation;separation;situation;skillfulness;status;temporary state;tribalism;turgor;unemployment;union;utilization;utopia;wild|soviets;welfare state|ally;city state;commonwealth country;developing country;dominion;foreign country;reich;rogue state;sea power;suzerain;world power|gas;liquid;phase;plasma;solid|african country;asian country;banana republic;buffer state;european country;fatherland;kingdom;north american country;south american country;sultanate;tax haven|foggy bottom
state,5,verb,add;announce;answer;articulate;declare;declare;explain;get out;give;misstate;note;precede;present;summarize|vote;vote
stays,5,noun,panty girdle|sojourn;stop|countercheck;logjam|stay of execution|backstay;forestay
stays,5,verb,be;keep;keep out;sit tight;stand;stick together|overstay;visit|bide;hold over|linger;stick|outstay
stead,5,noun,behalf
steak,5,noun,beefsteak;fish steak
steal,5,noun,song;travel bargain
steal,5,verb,burglarize;embezzle;hook;hustle;loot;pilfer;pirate;plagiarize;pocket;rob;rustle;shoplift;walk off
steam,5,noun,live steam
steel,5,noun,alloy steel;austenitic steel;carbon steel;case-hardened steel;chisel steel;crucible steel;damascus steel;hard steel;medium steel;mild steel;quenched steel;structural steel|backsword;broadsword;cavalry sword;cutlas;falchion;fencing sword;rapier
steep,5,verb,drink in|decoct;draw;infuse;marinade
steer,5,verb,channel;conn;corner;crab;dock;helm;navigate;navigate;park;pull over;sheer;stand out;starboard
steps,5,noun,ladder|countermeasure;precaution;shark repellent|footstep;pace;pas;sidestep;trip|corbel step|cut|tramp|footprint evidence|chasse;glissade;moonwalk
steps,5,verb,backpedal|step on|kick around
stick,5,noun,bow;club;divining rod;drumstick;linstock;matchstick;maulstick;singlestick;spindle;staff;stob;swizzle stick;walking stick|hockey stick;polo mallet
stick,5,verb,redeposit|bind|agglutinate;conglutinate;mold|elude;riddle;stump
stiff,5,noun,cremains
still,5,noun,coffey still|winery
still,5,verb,compose;lull;pacify;reassure|gag;lull;shout down;shush|abreact
stilt,5,noun,sheet pile|banded stilt|black-necked stilt;black-winged stilt;kaki;white-headed stilt
sting,5,noun,bee sting;flea bite;mosquito bite|sting operation
sting,5,verb,nettle|prickle
stink,5,noun,niff
stock,5,noun,authorized shares;common stock;common stock equivalent;control stock;float;growth stock;hot stock;no-par-value stock;preferred stock;quarter stock;treasury stock;voting stock;watered stock|pistol grip|share|hoard;infrastructure;issue;provision;seed stock|family;side|bloodstock;pedigree|beef broth;chicken broth;liquor;stock cube|rootstock|brompton stock|brace;butt
stock,5,verb,overstock;understock|plant;restock
stole,5,verb,burglarize;embezzle;hook;hustle;loot;pilfer;pirate;plagiarize;pocket;rob;rustle;shoplift;walk off
stoma,5,noun,germ pore;hydathode;lenticel
stone,5,noun,achondrite;bedrock;boulder;calculus;chondrite;clastic rock;crystal;intrusion;outcrop;pebble;petrifaction;sill;stepping stone;tor;wall rock;whinstone;xenolith|ashlar;capstone;cornerstone;cornerstone;foundation stone;gravestone;grindstone;hearthstone;millstone;monolith;paving stone;springer;stele;whetstone|aphanite;caliche;claystone;dolomite;emery stone;fieldstone;gravel;greisen;igneous rock;limestone;magma;marble;matrix;metamorphic rock;pudding stone;pumice;quartzite;road metal;sedimentary rock;shingling;sial;sima;tufa|cabochon;opaque gem;transparent gem|cherry stone;peach pit
stool,5,noun,campstool;cutty stool;footstool;milking stool;music stool;step stool;taboret|crap;dog shit;droppings;meconium;melena|flush toilet;flushless toilet;potty seat
stool,5,verb,dung
stoop,5,verb,huddle;squinch
stops,5,noun,cessation;stand|hemostasis;standdown|night-stop;pit stop;pit stop;stand|countercheck;logjam|bus stop;checkpoint;loading zone;stopover|glottal stop;labial stop;suction stop|suspension point|iris|bench hook;doorstop;pawl;tripper|breechblock;plug;vapor lock
stops,5,verb,brake;check;check;check;draw up;go off;pull up short;rein;settle;stall;stall|break;call it quits;cheese;drop;leave off;pull the plug;retire;shut off;sign off|embargo;stay|call;lay over|brake;bring up;check;cut;draw up;flag down;halt;rein;stall;stall|bog down;fracture;interrupt|cut down|cut off|adjourn;break;conclude;culminate;cut out;discontinue;go out;lapse;pass away;run low;run out;turn out;vanish;vanish|close;shut off
store,5,noun,bakery;barbershop;bazaar;betting shop;bodega;bookshop;booth;boutique;building supply store;butcher shop;canteen;chain store;cleaners;clothing store;commissary;computer store;confectionery;convenience store;delicatessen;drugstore;florist;gift shop;hardware store;head shop;junk shop;millinery;outfitter;package store;pawnbroker's shop;perfumery;pet shop;pizzeria;repair shop;salon;shoe shop;specialty store;thriftshop;tobacco shop;toyshop|hoard;infrastructure;issue;provision;seed stock|non-volatile storage;read-only memory;real storage;scratchpad;virtual memory;volatile storage|dump;granary;magazine;railhead;treasure house;warehouse
store,5,verb,bin;computerize;hive;roll up;victual|bottle;ensile;garage;garner;keep;loft;mothball;reposit;tank;warehouse;wharf
stork,5,noun,adjutant bird;black stork;jabiru;marabou;openbill;policeman bird;saddlebill;white stork;wood ibis
storm,5,noun,blizzard;firestorm;hailstorm;ice storm;northeaster;rainstorm;thunderstorm;windstorm
story,5,noun,fairytale;folktale;nursery rhyme;sob story;tall tale;tearjerker|adventure story;fable;legend;love story;mystery;myth;parable;plot;short story|basement;ground floor;loft;loft;mezzanine|ancient history;annals;biography;case history;etymology;historical document;recital|bulletin;dispatch;exclusive;newsletter;urban legend|fairytale
stout,5,noun,guinness
stove,5,noun,charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove
strap,5,noun,bootstrap;cheekpiece;chin strap;crupper;latchet;noseband;rein;strop|tawse
strap,5,verb,hopple|birch;cat;cowhide;flagellate;horsewhip;leather;switch
straw,5,noun,bran
straw,5,verb,bestrew;litter
stray,5,verb,gallivant;maunder
strew,5,verb,bestrew;litter
stria,5,noun,collar;stretch mark
strip,5,noun,row|band;band;band;cramp;lead;mullion;reef;ribbon;screed;stay;tab;tape;weather strip|flare path|batten;cleat;fingerboard;furring strip;jackstraw;picket;slat;spline;toothpick
strip,5,verb,bereave;clean;clean out;disarm;dispossess;expropriate;orphan;unclothe;unsex|take off|bark;decorticate;pluck;skin|burn off;defoliate|deplume
stuck,5,verb,redeposit|bind|agglutinate;conglutinate;mold|elude;riddle;stump
study,5,noun,resurvey|assay;blue book;case study;green paper;medical report;position paper;progress report;white book|allometry;architecture;bibliotics;communications;engineering;escapology;frontier;futurology;genealogy;graphology;humanistic discipline;major;military science;numerology;occultism;ology;protology;science;theogony;theology|design;draft;vignette|lucubration
study,5,verb,anatomize;assay;audit;check;compare;diagnose;diagnose;investigate;review;screen;sieve;survey;survey;trace;view|major|compare;factor|audit;drill;train|cram;memorize
stuff,5,noun,abrasive;adhesive material;aggregate;ammunition;animal material;atom;ballast;bedding material;bimetal;builder;chemical;coloring material;composite material;conductor;contaminant;detritus;diamagnet;discharge;dust;earth;elastomer;fiber;filling;floccule;fluff;foam;hazmat;homogenate;humate;impregnation;insulator;mineral;packing material;paper;particulate;plant material;precursor;radioactive material;raw material;rind;rock;sealing material;sorbate;sorbent;thickening;toner;transparent substance;undercut;vernix;wad;waste|doodad;etcetera;sundries
stuff,5,verb,jam;overstuff;pad|cork
stump,5,noun,stool
stung,5,verb,nettle|prickle
stunt,5,noun,acrobatic stunt;russian roulette
stunt,5,verb,dwarf
stupe,5,noun,berk;dunce;klutz
style,5,noun,artistic style;drape;fit;form;life style;response;setup;touch;wise|allegory;analysis;bathos;black humor;device;eloquence;euphuism;flatness;formulation;grandiosity;headlinese;jargon;journalese;legalese;manner of speaking;music genre;officialese;pathos;poetry;prose;rhetoric;saltiness;self-expression;sesquipedality;terseness;turn of phrase;vein;verboseness;writing style|bandwagon;fashion;new look|cornsilk;stylopodium|stylet
style,5,verb,pompadour
stymy,5,verb,bottleneck;check;filibuster;hang;stonewall
suede,5,noun,ultrasuede
sugar,5,noun,beet sugar;brown sugar;cane sugar;caramel;corn sugar;granulated sugar;lump sugar;sugarloaf|beet sugar;cane sugar;deoxyribose;invert sugar;jaggery;maple sugar;monosaccharide;oligosaccharide;polysaccharide;ribose;wood sugar
suite,5,noun,partita|court|bedroom suite;diningroom suite;livingroom suite
sulfa,5,noun,sulfacetamide;sulfadiazine;sulfamethazine;sulfamethoxazole;sulfanilamide;sulfapyridine;sulfisoxazole;thiosulfil
sully,5,verb,darken|assassinate;badmouth;libel
sumac,5,noun,dwarf sumac;fragrant sumac;smooth sumac;squawbush;staghorn sumac;sugar-bush
surge,5,noun,debris surge;onrush
surge,5,verb,billow
swamp,5,noun,slough
swank,5,noun,jauntiness
swank,5,verb,flex;splurge
sward,5,noun,divot
swarm,5,noun,infestation
swarm,5,verb,crawl|spill over
swash,5,verb,puddle;slosh|gloat;puff
swear,5,verb,assure;attest;claim;declare;hold;protest|count;credit;lean
sweat,5,noun,application;exercise;friction;least effort;overexertion;overkill;pull;strain;struggle;supererogation;trouble
sweat,5,verb,swelter
sweep,5,noun,grand slam;little slam
sweep,5,verb,swan|rake
sweet,5,noun,ambrosia;baked alaska;blancmange;charlotte;compote;dumpling;flan;frozen dessert;junket;mold;mousse;pavlova;peach melba;pudding;pudding;syllabub;tiramisu;whip;zabaglione|candied apple;candy;center;chewing gum;comfit;confectionery;confiture;hardbake;maraschino;nonpareil;sweetmeat|saccharinity;sugariness
swell,5,noun,ground swell|coxcomb;macaroni
swell,5,verb,belly;blister;bloat;distend;puff|bloat;bulge;tumefy
swept,5,verb,swan|rake
swift,5,noun,chimney swift;european swift;swiftlet
swine,5,noun,babirusa;boar;hog;razorback;sow;warthog;wild boar
swing,5,noun,trapeze|approach;downswing;drive;explosion;hook;putt;sclaff;shank;slice;teeoff
swing,5,verb,wind up|brachiate;lash;oscillate;waver|droop|fluctuate
swiss,5,noun,genevan
swoop,5,verb,stoop
sword,5,noun,backsword;broadsword;cavalry sword;cutlas;falchion;fencing sword;rapier
sworn,5,verb,assure;attest;claim;declare;hold;protest|count;credit;lean
syrup,5,noun,corn syrup;grenadine;maple syrup;molasses;sorghum;sugar syrup;treacle
table,5,noun,actuarial table;calendar;contents;correlation table;file allocation table;periodic table|altar;booth;breakfast table;card table;card table;coffee table;conference table;console table;counter;desk;dressing table;drop-leaf table;gaming table;gueridon;kitchen table;operating table;parsons table;pedestal table;pier table;platen;pool table;stand;table-tennis table;tea table;trestle table;worktable|dining table|training table
table,5,verb,call;hold;probate;reprieve;suspend
taffy,5,noun,molasses taffy
tails,5,noun,bobtail;brush;caudal appendage;flag;fluke;oxtail;rattle;scut;uropygium
tails,5,verb,hound;quest;run down;tree
taint,5,noun,dust contamination
taint,5,verb,smut;superinfect
taken,5,verb,be|beacon;hand;mislead;usher|seize;seize|re-assume|misread|ferry;fetch;impart;land;return;transit;tube;whisk|adopt;bear;collect;deprive;impound;pocket;recall;sequester;snap up;take away;take back;unburden|adopt;anoint;assign;cream off;cull out;dial;draw;elect;elect;empanel;excerpt;field;nominate;pick;plump;screen;sieve;sieve out;single out;specify;think of;vote;vote in|accept;adopt;honor;welcome|abstract;contemplate;dally;warm to|claim;compel;cost;cry out for;draw;govern|reshoot|ablate;amputate;aspirate;bail;bail out;bone;brush;bur;burl;carve out;chip away;circumcise;clean;clean;clean;clean;clear;clear;clear off;condense;crumb;de-iodinate;de-ionate;decalcify;decarbonize;decorticate;defang;defuse;degas;dehorn;delete;delouse;demineralize;desorb;detoxify;dig;discharge;disembowel;dislodge;draw;draw;draw;draw off;dredge;eliminate;empty;enucleate;enucleate;epilate;excavate;exenterate;expectorate;extirpate;extract;flick;gut;harvest;head;hull;husk;hypophysectomize;knock out;ladle;leach;leach;lift;lift;lift;muck;pick;pit;pull;ream;resect;scale;scalp;scavenge;scoop;seed;shed;shell;shuck;shuck;skim;spoon;stem;string;strip;strip;strip;strip;strip;take away;take away;take off;take out;tear away;tip;tusk;unburden;undock;unhinge;unpack;unsaddle;unstring;unveil;wash;wear away;weed;winnow;wipe off;withdraw|cannibalize;drink;drink;drug;eat;eat;feed;hit;partake;sample;satiate;smoke;sup;swallow;take in;use|test|co-opt|assume;extort;plunder;recapture;relieve;rescue;sack;scale;steal|profess|audit;drill;train|charge;draw a bead on;hold;level;sight;swing;target;turn|catch
talks,5,noun,bargaining;collective bargaining;diplomacy;horse trading;mediation;parley|cant;dialogue;heart-to-heart;shmooze;shop talk;wind;yak|chalk talk
talks,5,verb,chat up;cheek;continue;converse;dish the dirt;dogmatize;hold forth;level;monologuize;orate;pontificate;rap;spiel;talk down;talk turkey|babble;bark;bay;begin;blubber;blurt out;bumble;cackle;chatter;chatter;deliver;drone;enthuse;generalize;gulp;hiss;lip off;mumble;murmur;open up;peep;rant;rasp;read;shout;sing;slur;snap;snivel;speak in tongues;speak up;swallow;talk of;tone;tone;troll;verbalize;vocalize;whiff;whisper;yack|run on;slang;smatter|preach
tally,5,noun,earned run;run batted in;unearned run|blood count;census;countdown;miscount;poll;recount;sperm count
tally,5,verb,adhere;align;answer;befit;coincide;consist;correlate;corroborate;harmonize;homologize;look;meet;parallel;pattern;resemble;rhyme;square;twin|ace;convert;convert;convert;eagle;equalize;have;hole up;homer;kick;par;shoot;walk
tamed,5,verb,break in
taped,5,verb,scotch tape|cut;cut;prerecord;tape record;write|percuss|commercialize;harness;maximize;milk;mine;overexploit;quarry|canvass;lobby;quest
taper,5,noun,point;unpointedness|candlewick|chandlery;dip;rushlight;vigil light
taper,5,verb,acuminate
tapir,5,noun,malayan tapir;new world tapir
tarry,5,verb,prowl
taste,5,noun,astringency;bitter;finish;flatness;mellowness;relish;salt;sour;sweet|acquired taste;weakness|culture;delicacy;virtu;vogue|morsel;swallow
taste,5,verb,smack|savor|degust
tater,5,noun,baked potato;french fries;home fries;mashed potato;uruguay potato
taunt,5,verb,jeer;kid
taxis,5,noun,chemotaxis|gypsy cab;minicab
taxon,5,noun,adapid;amentiferae;centrospermae;class;family;form;genus;kingdom;monotype;omomyid;order;phycomycetes;phylum;pteridospermae;species;subclass;subfamily;subgenus;subkingdom;suborder;subphylum;subspecies;superclass;superfamily;superorder;superphylum;tribe;type;variety
teach,5,verb,catechize;coach;condition;drill;enlighten;ground;indoctrinate;induct;lecture;mentor;reinforce;spoonfeed;train;tutor;unteach;unteach
tears,5,noun,snivel;sob;wailing|piss-up|laceration;rent
tears,5,verb,lacerate;rend;shred|cleave|rip
tease,5,verb,jeer;kid
teens,5,noun,chebab;mod;pachuco;punk rocker;rocker;young buck
teeth,5,noun,primary dentition;secondary dentition|back tooth;canine;carnassial tooth;chopper;conodont;fang;front tooth;incisor;malposed tooth;molar;permanent tooth;premolar;primary tooth;tusk|cog|denticle
teiid,5,noun,caiman lizard;teju;whiptail
tempo,5,noun,accelerando;allegretto;allegro;andante;meno mosso;rubato|beats per minute
tempt,5,verb,bait;call;decoy;hook;lead on;seduce;stool;tweedle|magnetize
tenet,5,noun,article of faith
tenor,5,noun,drift
tense,5,noun,aorist;future;past;perfective;present;progressive
tense,5,verb,stretch
teres,5,noun,teres major;teres minor
terms,5,noun,asking price;bid price;closing price;factory price;highway robbery;purchase price;spot price;support level;valuation|referent|prison term;school term;tenure|categorem;major term;middle term;minor term;predicate;referent;relatum;subject
teton,5,noun,brule;hunkpapa;miniconju;oglala;sihasapa;two kettle
thank,5,verb,acknowledge
theft,5,noun,biopiracy;breach of trust with fraudulent intent;embezzlement;grand larceny;petit larceny;pilferage;robbery;rustling;shoplifting;skimming
theme,5,noun,bone of contention;keynote;precedent;question|topos|motif;statement;variation|term paper
thief,5,noun,bandit;booster;burglar;dacoit;embezzler;graverobber;graverobber;holdup man;larcenist;pickpocket;plagiarist;plunderer;robber;rustler;safebreaker;snatcher;sneak thief
thigh,5,noun,lap
thing,5,noun,flagship;pill;snorter;standby;variation;wobbler|feast|least|change;freshener;horror;jimdandy;pacifier;security blanket;stinker;whacker|body of water;inessential;necessity;part;reservoir;subject;unit;variable
