lemma,Count,part_of_speech,hyponyms
think,5,verb,feel;hold;rethink;see;think;think of|suspect|associate;brainstorm;chew over;concentrate;evaluate;give;philosophize;plan;puzzle over;rationalize;reason;reason;study;think;think;think;think about|know;recognize;review|aim;design;plan
thorn,5,noun,glochidium
thrip,5,noun,onion thrips;tobacco thrips
throb,5,verb,twang
throw,5,noun,bowling;fling;flip;heave;hurl;leaner;pass;pitch;pitch;ringer;shy;slinging;throw-in|instroke;outstroke|cast;flip
throw,5,verb,chuck;deep-six;defenestrate;deliver;drive;fling;flip;ground;heave;hurl;jettison;juggle;lob;pass;pelt;prostrate;ridge;shy;skim;slam|abscise;autotomize;exfoliate;shed|pop|switch off;switch on|shoot|shoot|demoralize;disorient;perplex
thumb,5,noun,echinus
thump,5,verb,flap;palpitate;pulsate;thrash
thyme,5,noun,common thyme;wild thyme
tiger,5,noun,bengal tiger;tiger cub;tigress
tiled,5,verb,tessellate
tilth,5,noun,fallow
timed,5,verb,mistime
timer,5,noun,chronograph;parking meter;stopwatch
times,5,noun,modern times;roman times|day;dead;ephemera;hard times;incarnation;moment;space age;wee;while|high time;occasion|biological time;civil time;continuum;cosmic time;daylight-saving time;duration;eternity;future;geological time;greenwich mean time;musical time;past;present|hour;prime time;spacecraft clock time|hard time;life sentence
times,5,verb,mistime
tinct,5,verb,complexion;henna;tincture
tinea,5,noun,dhobi itch;kerion;tinea barbae;tinea capitis;tinea corporis;tinea cruris;tinea pedis;tinea unguium
tinge,5,noun,snuff
tinge,5,verb,complexion;henna;tincture
tired,5,verb,poop out;retire|exhaust;overtire
titan,5,noun,epimetheus
title,5,noun,masthead;rubric|caption;credit;subtitle|triple crown;triple crown|bill of sale;deed poll;enfeoffment;mortgage deed;title deed|aga;defender of the faith;don;dona;father;frau;fraulein;hakham;herr;miss;mister;mrs;ms;rabbi;reverend;senor;senora;senorita;signora;signorina;very reverend|entitlement;own right|baronetcy;ladyship;lordship;viscountcy
title,5,verb,proclaim
toady,5,noun,apple polisher;goody-goody
toady,5,verb,curry favor
toast,5,noun,cinnamon toast;melba toast;orange toast;zwieback
toast,5,verb,give
toddy,5,noun,tom and jerry
to-do,5,noun,convulsion;earthquake;incident;stir;storm;storm center;tumult
toffy,5,noun,peanut brittle
tokay,5,noun,flame tokay
token,5,noun,postage;trading stamp|subway token|love-token;party favor
tongs,5,noun,fire tongs;ice tongs
tonic,5,noun,c|bracer
tonus,5,noun,catatonia;hypertonia;hypotonia;muscular tonus;myotonia
tooth,5,noun,back tooth;canine;carnassial tooth;chopper;conodont;fang;front tooth;incisor;malposed tooth;molar;permanent tooth;premolar;primary tooth;tusk|cog|denticle
toper,5,noun,bar fly;beer drinker;drunk;drunkard;drunken reveler;guzzler;moderationist;tippler;wassailer
topic,5,noun,bone of contention;keynote;precedent;question|area;blind spot;remit;res judicata
torch,5,noun,flambeau|penlight|oxyacetylene torch
torus,5,noun,core
total,5,noun,grand total;subtotal
total,5,verb,average;make;outnumber;work out
touch,5,noun,brush;stroke|common touch|catch;contact;dig;fingering;grazing;grope;handling;hit;kiss;kiss;lick;palpation;stroke;tag;tap;tickle|snuff|creepiness;cutaneous sensation|finishing touch
touch,5,verb,brush;engage;feel;finger;handle;hit;hit;kiss;mouth;palpate;pick up;press;skim over;snog;strike;strike;stroke;tag;toe;touch|get|apply;focus on;involve;matter to|attach;border;cling;cover;hug;lean on;rub;surround|hit;hydrolize;influence;process;queer;redound;repercuss;slam-dunk;stimulate;strike a blow;subject;tell on;tinge;trouble|reach into|upset;violate|receive|complexion;henna;tincture
tough,5,noun,bully|bullyboy;muscleman;skinhead;tough guy
tours,5,noun,grand tour;grand tour;itineration;package tour;pub crawl;walkabout;whistle-stop tour
tours,5,verb,take the road;visit
towel,5,noun,bath towel;beach towel;dishtowel;hand towel;paper towel;roller towel
tower,5,noun,barbican;beacon;bell tower;church tower;clock tower;control tower;high-rise;minaret;mooring tower;pylon;pylon;shot tower;silo;steeple;supporting tower;turret;watchtower|columella;hoodoo
toxin,5,noun,animal toxin;bacterial toxin;cytotoxin;endotoxin;exotoxin;hepatotoxin;nephrotoxin;neurotoxin;plant toxin;ricin
trace,5,noun,spark|footprint
trace,5,verb,circumscribe;circumscribe;construct;inscribe;write|ferret
track,5,noun,collision course;inside track;round;steps;swath;trail|railroad track;tramline|cinder track;dirt track;racing circuit;speedway;velodrome|half track|third rail|portage;trail
track,5,verb,hound;quest;run down;tree|bridge;course;crisscross;drive;ford;hop;jaywalk;stride;tramp;walk
tract,5,noun,baseball diamond;battlefield;breeding ground;center field;clearing;desert;fairground;fairway;field;field of fire;grassland;grounds;industrial park;left field;lot;midway;mine field;minefield;mud flat;oasis;outfield;parade ground;park;park;picnic area;playing field;plot;public square;range;right field;sector;short;site;subdivision;terrain;toll plaza;yard;yard;yard|respiratory tract;urinary tract|commissure;optic radiation;peduncle
trade,5,noun,fair trade;fair trade;free trade|airplane mechanics;auto mechanics;basketry;carpentry;drafting;dressmaking;electrical work;handicraft;interior decoration;lumbering;masonry;mintage;oculism;painting;papermaking;piloting;plumbing;pottery;pyrotechnics;roofing;sheet-metal work;shingling;shoemaking;tailoring;tanning;tool-and-die work;typography;undertaking;upholstery;winemaking|custom|arms deal;penny ante|horse trade
trade,5,verb,arbitrage;export;import;market;run;traffic;traffic|barter away|close|black marketeer;deal;market;peddle;push;pyramid
trail,5,noun,slot;spoor|cattle trail;deer trail;horse-trail;indian trail;mountain trail;ski run
trail,5,verb,hound;quest;run down;tree
train,5,noun,boat train;car train;freight train;hospital train;mail train;passenger train;streamliner;subway train|epicyclic train;reduction gear
train,5,verb,drill;housebreak;retrain;toilet-train|apprentice;drill;retrain|mortify|qualify|sophisticate|charge;draw a bead on;hold;level;sight;swing;target;turn|trellis
trait,5,noun,activeness;attentiveness;character;cleanliness;communicativeness;compulsiveness;conceit;demeanor;discipline;distrust;drive;egoism;emotionality;femininity;folly;frivolity;humility;inactiveness;inattentiveness;indiscipline;individuality;intractability;irresoluteness;judgment;masculinity;nature;pride;resoluteness;rurality;seriousness;stinginess;thoughtfulness;tractability;trust;trustworthiness;uncleanliness;uncommunicativeness;unemotionality;unthoughtfulness;untrustworthiness;wisdom
tramp,5,noun,dosser|backpacker|trudge
tramp,5,verb,squelch|gallivant;maunder
trash,5,noun,debris;litter;scrap metal
tread,5,verb,step on|treadle
treat,5,noun,ambrosia;choice morsel;gelatin;marrow;savory;sweet
treat,5,verb,brutalize;criminalize;do well by;gloss over;handle with kid gloves;ignore;mistreat;mock;nurse;pamper;ride roughshod;rough-house;strong-arm;upstage;wrong|agenize;air-condition;ammoniate;beneficiate;bituminize;bromate;camphorate;carbonate;carboxylate;chlorinate;chrome;creosote;curry;digest;dose;fluoridate;fumigate;iodize;irradiate;malt;mercerize;nitrate;nitrify;oxygenate;propagate;refine;reverberate;run;scald;seed;sulphur;tank;vulcanize|administer;analyze;bleed;cauterize;correct;cup;detox;doctor;dress;hyperventilate;insufflate;iodize;irrigate;manipulate;massage;medicate;nurse;operate on;pack;purge;remedy;shock;splint;vet|discourse;theologize|alcoholize;feed;wine
trend,5,noun,evolutionary trend;gravitation|bandwagon;fashion;new look
trend,5,verb,peel off;yaw
tress,5,noun,pigtail;queue
triad,5,noun,trilogy;triplicity|triumvirate
trial,5,noun,assay;audition;clinical trial;double blind;field trial;fitting;mot;pilot project;preclinical trial;snellen test|alpha test;beta test;field trial;road test;trial balloon|court-martial;mistrial;ordeal;retrial;scopes trial;show trial|fire
tribe,5,noun,phyle|bambuseae;bovini|family;folks;genealogy;mishpocha;totem;tribes of israel
trick,5,noun,shtik|dirty trick;practical joke|card trick;prestidigitation
trick,5,verb,snooker
tried,5,verb,endeavor;fight;gamble;give it a whirl;grope;have a go;risk;take a dare|control;field-test;float|court-martial|degust|rehear|rack
trike,5,noun,pedicab
tripe,5,noun,honeycomb tripe
troop,5,noun,shock troops
trope,5,noun,conceit;hyperbole;irony;kenning;metaphor;metonymy;oxymoron;personification;simile;synecdoche;zeugma
troth,5,noun,ringing
trout,5,noun,rainbow trout;sea trout|brook trout;brown trout;lake trout;rainbow trout
truck,5,noun,dump truck;fire engine;garbage truck;lorry;pickup;sound truck;tow truck;tractor;trailer truck;transporter;van
trump,5,noun,serpent
trump,5,verb,outmaneuver|crossruff;overtrump
trunk,5,noun,footlocker|boot
truss,5,verb,chain up;faggot;faggot;hog-tie
trust,5,noun,active trust;blind trust;charitable trust;clifford trust;direct trust;discretionary trust;implied trust;living trust;passive trust;savings account trust;spendthrift trust;testamentary trust;voting trust|credulity|drug cartel;oil cartel
trust,5,verb,count;credit;lean|commend;consign;obligate;recommit
truth,5,noun,home truth;verity|gospel;tautology;truism|exactness;fidelity
tuber,5,noun,groundnut;jerusalem artichoke;water chestnut;yam
tulip,5,noun,cottage tulip;darwin tulip;dwarf tulip;lady tulip;tulipa gesneriana
tummy,5,noun,abomasum;craw;psalterium;reticulum;rumen
tumor,5,noun,acanthoma;angioma;benign tumor;blastoma;brain tumor;carcinoid;celioma;granuloma;lipoma;malignant tumor;meningioma;neurofibroma;neuroma;pheochromocytoma;pinealoma;plasmacytoma;psammoma;teratoma
tuner,5,noun,clock radio;crystal set;heterodyne receiver;push-button radio
tunic,5,noun,albuginea|chiton;gymslip;kameez;kirtle;surcoat;tabard
tunny,5,noun,albacore;bluefin;bonito|albacore;bluefin;yellowfin
turki,5,noun,azerbaijani;chuvash;karakalpak;kazak;kirghiz;turk;turkoman;uighur;uzbek;yakut|azerbaijani;chagatai;chuvash;karakalpak;kazak;kirghiz;tatar;turkish;turkmen;uighur;uzbek;yakut
tutor,5,noun,crammer
twain,5,noun,doubleton
tweak,5,verb,tweeze
tweed,5,noun,harris tweed
tweet,5,verb,goose;tweak
twine,5,noun,chalk line;packthread
twine,5,verb,pleach;ravel;splice;wattle;wreathe|ball;clue;coil;reel;spool|contort;entangle;intertwine;spin;weave;wring
twins,5,noun,fraternal twin;identical twin
twins,5,verb,mismatch;mismate
twirl,5,noun,birling;pirouette
twist,5,noun,mnemonic;trick|birling;pirouette|sprain|bight|pigtail;queue|twiddle
twist,5,verb,wrench|convolve;crank;gnarl;incurvate;indent|crick;curl;quirk|contort;entangle;intertwine;spin;weave;wring|circumvolute;snake;spiral
tying,5,noun,ligation
tying,5,verb,band;cord;gag;knot;lace;lash;lash together;loop;retie;rope;strap;tie up;truss|attach;bridge;daisy-chain;ground;hang together;hitch;interconnect;join;join;put through;tee;tie|befriend;fixate|solemnize
ugric,5,noun,hungarian;khanty;mansi
ulcer,5,noun,aphthous ulcer;bedsore;canker;chancroid;noli-me-tangere;noma;peptic ulcer
umber,5,noun,burnt umber;raw umber
unarm,5,verb,demilitarize
uncle,5,noun,great-uncle
unify,5,verb,coalesce;consolidate;consubstantiate;converge;federate;syncretize|aggregate;blend;compound;concoct|bond|ally with;band together;club;confederate;consociate;federate;league;marry;pair;reunify|consolidate;consubstantiate;weld
union,5,noun,company union;craft union;industrial union;industrial workers of the world|assortative mating;disassortative mating;hybridization;inbreeding;servicing|association;coalition;connection;junction;marriage;syncretism|bigamy;common-law marriage;cuckoldom;endogamy;exogamy;marriage of convenience;misalliance;monandry;monogamy;open marriage;polygamy;sigeh|confederation;customs union;enosis;league|direct sum|amphimixis;combining;fusion|coalescence;reunion;tribalization;umbrella
unite,5,verb,ally with;band together;club;confederate;consociate;federate;league;marry;pair;reunify|coalesce;consolidate;consubstantiate;converge;federate;syncretize|articulate;complect;syndicate|bond|consolidate;consubstantiate;weld
unity,5,noun,completeness;incompleteness|monad;singleton
unlax,5,verb,unbend
unsex,5,verb,alter;emasculate;vasectomize
untie,5,verb,unlash;unloose
upper,5,noun,toe box|amphetamine sulfate;benzedrine;dextroamphetamine sulphate;methamphetamine
upset,5,noun,abocclusion;abruptio placentae;achlorhydria;acholia;achylia;acute brain disorder;ailment;bladder disorder;cardiovascular disease;celiac disease;cheilosis;choking;colpoxerosis;degenerative disorder;dysaphia;dysosmia;dysphagia;dysuria;eating disorder;failure;fantods;functional disorder;glandular disease;hematocolpometra;hematocolpos;hydrocele;hyperactivity;idiopathic disease;immunological disorder;impaction;impaction;learning disorder;malocclusion;mental disorder;metabolic disorder;nervous disorder;organic disorder;sleep disorder;speech disorder;sprue;strangulation
upset,5,verb,afflict;bewilder;dissolve;embarrass;faze;pain|agitate;distress;jolt;perturb
urate,5,noun,tophus
usage,5,noun,application;exploitation;misuse;play;practice;recycling|americanism;anglicism;consuetude;couvade;germanism;habit;hijab;ritual
usher,5,noun,usherette
usher,5,verb,marshal
using,5,noun,blaxploitation;colonialism;sexploitation
using,5,verb,address;avail;cannibalize;enjoy;exert;exploit;exploit;fall back;give;implement;misapply;overuse;play;play;ply;pull out all the stops;put;recycle;share;strain;take;waste;work|board;drink|abuse;pervert;spare;take;waste|trespass|follow
usurp,5,verb,annex;appropriate;hijack;preoccupy;raid
utter,5,verb,breathe;clamor;curse;drop;exclaim;get off;hurl;marvel;platitudinize;pooh-pooh;pour out;raise;represent;say;state;vociferate;voice;wish|bark;bellow;bite out;bleat;break into;cackle;call;call;caw;chirr;chorus;churr;cluck;coo;croak;crow;crow;cry;deliver;gargle;gibber;give;gobble;groan;grumble;grunt;gurgle;haw;heave;hee-haw;hem;hiss;honk;hoot;hoot;howl;lift;meow;mew;miaou;moo;nasale;neigh;pant;peep;quack;repeat;shoot;shout;sibilate;sigh;sing;smack;snort;spit;sputter;squeal;troat;trumpet;tsk;volley;wolf-whistle|babble;bark;bay;begin;blubber;blurt out;bumble;cackle;chatter;chatter;deliver;drone;enthuse;generalize;gulp;hiss;lip off;mumble;murmur;open up;peep;rant;rasp;read;shout;sing;slur;snap;snivel;speak in tongues;speak up;swallow;talk of;tone;tone;troll;verbalize;vocalize;whiff;whisper;yack
value,5,noun,argument;eigenvalue;scale value|book value;gross domestic product;gross national product;importance;invaluableness;market value;monetary value;national income;par value;price;richness;standard;unimportance|mess of pottage;premium|darkness;lightness|introject;principle
value,5,verb,float;overvalue;undervalue|do justice;recognize|admire;reverence;think the world of|censor;grade;praise;rate;reassess;standardize|revalue
valve,5,noun,heart valve;ileocecal valve;valvule|accelerator;ball valve;butterfly valve;choke;clack valve;exhaust valve;intake valve;poppet;safety valve;slide valve
vanda,5,noun,blue orchid
vapor,5,noun,steam;water vapor|boiling;clouding;smoke
varan,5,noun,african monitor;komodo dragon
varix,5,noun,varicosity
varna,5,noun,brahman;rajanya;sudra;vaisya
vault,5,noun,charnel house;columbarium|barrel vault;groined vault;ribbed vault
vault,5,verb,hurdle
vaunt,5,verb,gloat;puff
velum,5,noun,partial veil;universal veil
venom,5,noun,kokoi venom;snake venom
verge,5,noun,bauble
verpa,5,noun,verpa bohemica;verpa conica
verse,5,noun,epos;heroic poetry|clerihew;doggerel;limerick|adonic;decasyllable;hexameter;iambic;octameter;octosyllable;pentameter;tetrameter
verse,5,verb,elegize;metrify;sonnet;spondaize
verso,5,noun,tail
verve,5,noun,sparkle
vetch,5,noun,bitter betch;bush vetch;spring vetch;tare;tufted vetch
vexed,5,verb,antagonize;eat into;fret;get;harass;peeve;ruffle|eat;misgive;nag|beat;poke;roil;toss|elude;riddle;stump
video,5,noun,videocassette;videotape|cable television;high-definition television
vigil,5,noun,agrypnia;wake|listening watch;spying
vigor,5,noun,athleticism|vitality
viola,5,noun,field pansy;horned violet;pansy;violet;wild pansy
